-649.898 -649.897 -649.897 -649.968
-649.749 -649.749 -649.749 -649.821
-648.289 -648.289 -648.289 -648.368
-651.524 -651.805 -651.805 -651.877
-626.272 -652.146 -652.146 -652.220
-644.787 -644.787 -644.787 -644.877
-649.595 -649.595 -649.595 -649.677
-647.726 -647.726 -647.726 -647.792
-647.648 -647.648 -647.648 -647.736
-650.330 -650.330 -650.330 -650.402
-642.937 -642.937 -642.937 -643.014
-531.582 -645.477 -645.477 -645.556
-641.253 -641.253 -641.253 -641.341
-650.132 -650.132 -650.132 -650.209
-645.333 -645.333 -645.333 -645.416
-644.789 -644.789 -644.789 -644.871
-648.125 -649.537 -649.537 -649.613
-651.972 -651.972 -651.972 -652.042
-648.155 -648.155 -648.155 -648.244
-646.592 -646.592 -646.592 -646.678
-644.542 -644.542 -644.542 -644.622
-649.096 -649.307 -649.307 -649.379
-649.110 -649.110 -649.110 -649.193
-651.318 -651.318 -651.318 -651.391
-647.968 -647.968 -647.968 -648.047
-647.534 -647.534 -647.534 -647.609
-649.012 -649.012 -649.012 -649.091
-649.464 -649.464 -649.464 -649.551
-645.604 -645.604 -645.604 -645.676
-649.464 -649.464 -649.464 -649.551
-641.825 -649.394 -649.394 -649.459
-650.530 -650.530 -650.530 -650.612
-647.671 -647.671 -647.671 -647.749
-644.583 -644.583 -644.583 -644.693
-648.036 -648.036 -648.036 -648.118
-649.899 -649.899 -649.899 -649.971
-648.254 -648.254 -648.254 -648.335
-647.968 -647.968 -647.968 -648.047
-631.351 -631.351 -631.351 -631.421
-647.407 -647.441 -647.441 -647.522
-652.179 -652.179 -652.179 -652.253
-646.625 -646.684 -646.684 -646.758
-649.276 -649.276 -649.276 -649.354
-649.702 -649.701 -649.701 -649.769
-648.610 -648.610 -648.610 -648.694
-651.403 -651.403 -651.403 -651.475
-643.251 -643.251 -643.251 -643.326
-642.773 -644.996 -645.154 -645.247
-649.980 -649.980 -649.980 -650.049
-644.804 -644.804 -644.804 -644.880
-646.714 -646.714 -646.714 -646.788
-647.497 -647.497 -647.497 -647.580
-642.512 -642.512 -642.512 -642.589
-644.112 -644.111 -644.111 -644.200
-647.104 -647.146 -647.146 -647.229
-649.511 -649.511 -649.511 -649.585
-650.047 -650.111 -650.111 -650.183
-642.513 -642.513 -642.513 -642.601
-652.846 -652.846 -652.846 -652.921
-642.506 -642.657 -642.657 -642.740
-644.288 -644.288 -644.288 -644.375
-651.618 -651.618 -651.618 -651.692
-647.719 -647.719 -647.719 -647.801
-642.921 -642.921 -642.921 -643.007
-648.682 -648.682 -648.682 -648.760
-651.256 -651.256 -651.256 -651.326
-651.256 -651.256 -651.256 -651.326
-647.237 -647.237 -647.237 -647.319
-647.968 -647.968 -647.968 -648.047
-629.993 -629.993 -629.993 -630.062
-646.387 -646.387 -646.387 -646.467
-648.467 -648.467 -648.467 -648.543
-645.891 -645.891 -645.891 -645.984
-651.318 -651.318 -651.318 -651.391
-646.115 -647.445 -647.680 -647.763
-648.289 -648.289 -648.289 -648.368
-645.005 -645.005 -645.005 -645.081
-651.454 -651.454 -651.454 -651.525
-649.515 -649.515 -649.515 -649.587
-641.253 -641.253 -641.253 -641.341
-626.272 -652.146 -652.146 -652.220
-651.972 -651.972 -651.972 -652.042
-651.318 -651.318 -651.318 -651.391
-650.530 -650.530 -650.530 -650.612
-641.825 -649.394 -649.394 -649.459
-648.289 -648.289 -648.289 -648.368
-648.644 -648.644 -648.644 -648.729
-648.111 -648.111 -648.111 -648.190
-640.154 -640.154 -640.154 -640.246
-643.443 -643.443 -643.443 -643.520
-647.095 -647.239 -647.239 -647.319
-644.667 -644.667 -644.667 -644.749
-648.131 -648.131 -648.131 -648.217
-650.519 -650.519 -650.519 -650.593
-645.493 -645.493 -645.493 -645.579
-652.179 -652.179 -652.179 -652.253
-648.311 -648.562 -648.562 -648.640
-645.586 -645.586 -645.586 -645.670
-650.467 -650.467 -650.467 -650.541
-646.188 -646.188 -646.188 -646.272
-651.972 -651.972 -651.972 -652.042
-644.616 -644.616 -644.616 -644.698
-646.660 -646.660 -646.660 -646.737
-647.183 -647.183 -647.183 -647.260
-651.211 -651.211 -651.211 -651.282
-650.111 -650.111 -650.111 -650.183
-650.020 -650.020 -650.020 -650.086
-645.437 -645.437 -645.437 -645.522
-553.628 -645.766 -645.766 -645.852
-649.578 -649.578 -649.578 -649.650
-645.390 -645.390 -645.390 -645.461
-648.054 -648.054 -648.054 -648.138
-648.263 -649.394 -649.394 -649.459
-647.962 -649.258 -649.258 -649.335
-648.706 -648.706 -648.706 -648.793
-645.078 -645.078 -645.078 -645.152
-651.231 -651.231 -651.231 -651.304
-652.846 -652.846 -652.846 -652.921
-646.019 -646.019 -646.019 -646.102
-645.764 -645.764 -645.764 -645.862
-648.644 -648.644 -648.644 -648.731
-650.677 -650.677 -650.677 -650.747
-646.608 -646.608 -646.608 -646.698
-649.223 -649.223 -649.223 -649.295
-647.222 -647.914 -647.914 -647.992
-645.314 -645.314 -645.314 -645.405
-647.073 -647.073 -647.073 -647.165
-652.846 -652.846 -652.846 -652.921
-652.179 -652.179 -652.179 -652.253
-651.972 -651.972 -651.972 -652.042
-650.530 -650.530 -650.530 -650.612
-649.702 -649.701 -649.701 -649.769
-648.682 -648.682 -648.682 -648.760
-647.545 -647.545 -647.545 -647.628
-648.444 -648.444 -648.444 -648.533
-650.892 -650.892 -650.892 -650.967
-649.542 -649.542 -649.542 -649.610
-643.289 -643.289 -643.289 -643.380
-648.514 -648.514 -648.514 -648.608
-645.197 -645.197 -645.197 -645.285
-644.165 -644.165 -644.165 -644.253
-648.814 -648.814 -648.814 -648.899
-648.705 -648.837 -649.309 -649.390
-645.489 -645.489 -645.489 -645.568
-647.539 -647.539 -647.539 -647.617
-646.398 -646.398 -646.398 -646.474
-647.932 -648.704 -648.703 -648.786
-650.849 -650.849 -650.849 -650.921
-649.578 -649.578 -649.578 -649.650
-646.811 -646.811 -646.811 -646.890
-646.597 -646.597 -646.597 -646.672
-645.201 -645.201 -645.201 -645.293
-651.318 -651.318 -651.318 -651.391
-647.010 -647.273 -647.273 -647.345
-644.312 -644.312 -644.312 -644.402
-646.361 -646.361 -646.361 -646.440
-647.726 -647.726 -647.726 -647.792
-643.259 -643.259 -643.259 -643.347
-648.648 -648.991 -648.991 -649.070
-647.968 -647.968 -647.968 -648.047
-651.256 -651.256 -651.256 -651.326
-647.923 -647.923 -647.923 -648.001
-643.716 -643.716 -643.716 -643.788
-646.560 -646.560 -646.560 -646.643
-648.977 -648.977 -648.977 -649.044
-652.688 -652.688 -652.688 -652.762
-652.146 -652.146 -652.146 -652.220
-650.467 -650.467 -650.467 -650.541
-649.886 -649.886 -649.886 -649.958
-650.140 -650.302 -650.302 -650.381
-623.299 -647.835 -647.835 -647.919
-648.344 -648.404 -648.404 -648.480
-649.311 -649.394 -649.394 -649.459
-652.846 -652.846 -652.846 -652.921
-652.179 -652.179 -652.179 -652.253
-651.972 -651.972 -651.972 -652.042
-651.231 -651.231 -651.231 -651.304
-648.263 -649.394 -649.394 -649.459
-648.706 -648.706 -648.706 -648.793
-644.036 -644.036 -644.036 -644.121
-647.379 -647.379 -647.379 -647.475
-652.242 -652.242 -652.242 -652.311
-649.692 -649.692 -649.692 -649.777
-651.256 -651.256 -651.256 -651.326
-652.146 -652.146 -652.146 -652.220
-647.102 -647.102 -647.102 -647.192
-648.757 -648.757 -648.757 -648.837
-651.156 -651.156 -651.156 -651.231
-646.347 -646.347 -646.347 -646.430
-646.502 -646.502 -646.502 -646.584
-646.306 -646.306 -646.306 -646.386
-646.489 -646.489 -646.489 -646.572
-645.456 -645.456 -645.456 -645.543
-644.038 -644.038 -644.037 -644.126
-648.847 -648.847 -648.847 -648.924
-644.484 -644.484 -644.484 -644.564
-643.766 -643.766 -643.766 -643.849
-648.706 -648.706 -648.706 -648.793
-646.133 -646.133 -646.133 -646.211
-643.341 -643.341 -643.341 -643.426
-647.726 -647.726 -647.726 -647.792
-651.197 -651.197 -651.197 -651.267
-647.081 -647.081 -647.081 -647.162
-647.278 -647.278 -647.278 -647.369
-648.706 -648.706 -648.706 -648.793
-642.782 -642.782 -642.782 -642.866
-650.324 -650.324 -650.324 -650.402
-651.399 -651.399 -651.399 -651.470
-649.731 -649.731 -649.731 -649.801
-649.448 -649.448 -649.448 -649.520
-648.200 -648.200 -648.200 -648.279
-644.070 -645.049 -645.937 -647.762
-647.812 -647.812 -647.812 -647.889
-649.534 -649.534 -649.534 -649.602
-648.546 -651.027 -651.027 -651.102
-648.886 -648.886 -648.886 -648.964
-646.870 -647.025 -647.025 -647.104
-649.487 -649.487 -649.487 -649.557
-649.114 -649.114 -649.114 -649.183
-644.114 -647.943 -648.239 -648.710
-652.846 -652.846 -652.846 -652.921
-652.179 -652.179 -652.179 -652.253
-651.972 -651.972 -651.972 -652.042
-651.318 -651.318 -651.318 -651.391
-651.231 -651.231 -651.231 -651.304
-650.140 -650.302 -650.302 -650.381
-650.628 -650.628 -650.628 -650.699
-644.300 -644.300 -644.300 -644.378
-648.424 -648.424 -648.424 -648.504
-644.709 -644.709 -644.709 -644.800
-648.265 -648.265 -648.265 -648.348
-648.695 -648.695 -648.695 -648.776
-648.048 -648.048 -648.048 -648.141
-649.851 -649.939 -649.939 -650.015
-651.605 -651.605 -651.605 -651.676
-646.752 -646.752 -646.752 -646.837
-648.683 -648.683 -648.683 -648.758
-651.831 -651.831 -651.831 -651.904
-644.725 -644.725 -644.725 -644.800
-649.041 -649.040 -649.040 -649.107
-648.236 -648.236 -648.236 -648.309
-648.977 -648.977 -648.977 -649.044
-535.176 -649.227 -649.227 -649.299
-649.731 -649.731 -649.731 -649.801
-651.231 -651.231 -651.231 -651.304
-649.964 -649.964 -649.964 -650.036
-649.564 -649.564 -649.564 -649.638
-651.831 -651.831 -651.831 -651.904
-646.397 -646.397 -646.397 -646.470
-649.762 -649.762 -649.762 -649.836
-650.915 -650.915 -650.915 -650.989
-652.179 -652.179 -652.179 -652.253
-650.777 -650.776 -650.776 -650.846
-649.582 -649.582 -649.582 -649.667
-648.940 -648.940 -648.940 -649.017
