id,composition,energy,structure
./Si2B8Mo6-6171_POSCAR,B8 Mo6 Si2,-2116.0000,./Si2B8Mo6-6171_POSCARPOSCAR
./Si2B2Mo3P3-3668_POSCAR,B2 Mo3 P3 Si2,-739.4100,./Si2B2Mo3P3-3668_POSCARPOSCAR
./Si5P7-3209_POSCAR,P7 Si5,-747.3360,./Si5P7-3209_POSCARPOSCAR
./Si4Mo2P6-4443_POSCAR,Mo2 P6 Si4,-909.6240,./Si4Mo2P6-4443_POSCARPOSCAR
./Si2B1-3988_POSCAR,B1 Si2,-48.1260,./Si2B1-3988_POSCARPOSCAR
./Si5B1P4-1038_POSCAR,B1 P4 Si5,-545.4300,./Si5B1P4-1038_POSCARPOSCAR
./Si3B5Mo4-6286_POSCAR,B5 Mo4 Si3,-1138.8600,./Si3B5Mo4-6286_POSCARPOSCAR
./Si2B3P4-1044_POSCAR,B3 P4 Si2,-470.6640,./Si2B3P4-1044_POSCARPOSCAR
./Si10B2-4273_POSCAR,B2 Si10,-776.6760,./Si10B2-4273_POSCARPOSCAR
./Si4Mo3P8-930_POSCAR,Mo3 P8 Si4,-1479.2400,./Si4Mo3P8-930_POSCARPOSCAR
./Si5Mo6P8-3837_POSCAR,Mo6 P8 Si5,-2590.6500,./Si5Mo6P8-3837_POSCARPOSCAR
./Si2B1Mo1-5795_POSCAR,B1 Mo1 Si2,-112.2800,./Si2B1Mo1-5795_POSCARPOSCAR
./Si4P2-803_POSCAR,P2 Si4,-192.5340,./Si4P2-803_POSCARPOSCAR
./Si3Mo2P3-5965_POSCAR,Mo2 P3 Si3,-444.7920,./Si3Mo2P3-5965_POSCARPOSCAR
./P12-4906_POSCAR,P12,-773.7000,./P12-4906_POSCARPOSCAR
./Si5B4Mo8P3-6168_POSCAR,B4 Mo8 P3 Si5,-3236.2000,./Si5B4Mo8P3-6168_POSCARPOSCAR
./Si1Mo8P7-2276_POSCAR,Mo8 P7 Si1,-2170.0800,./Si1Mo8P7-2276_POSCARPOSCAR
./Si3B5-6689_POSCAR,B5 Si3,-373.5600,./Si3B5-6689_POSCARPOSCAR
./Si12Mo8-2672_POSCAR,Mo8 Si12,-3152.4000,./Si12Mo8-2672_POSCARPOSCAR
./Mo4P8-3734_POSCAR,Mo4 P8,-1054.6920,./Mo4P8-3734_POSCARPOSCAR
./Si3B5P3-5125_POSCAR,B5 P3 Si3,-710.9080,./Si3B5P3-5125_POSCARPOSCAR
./B1Mo6P1-2017_POSCAR,B1 Mo6 P1,-630.5840,./B1Mo6P1-2017_POSCARPOSCAR
./Si3B2Mo4-7032_POSCAR,B2 Mo4 Si3,-674.5140,./Si3B2Mo4-7032_POSCARPOSCAR
./Si1P13-2860_POSCAR,P13 Si1,-985.4600,./Si1P13-2860_POSCARPOSCAR
./Si2Mo8P6-918_POSCAR,Mo8 P6 Si2,-2168.0000,./Si2Mo8P6-918_POSCARPOSCAR
./Si6Mo6-2378_POSCAR,Mo6 Si6,-1200.7200,./Si6Mo6-2378_POSCARPOSCAR
./Si8B3P9-3145_POSCAR,B3 P9 Si8,-2205.4000,./Si8B3P9-3145_POSCARPOSCAR
./Si5B4P5-2784_POSCAR,B4 P5 Si5,-1149.0780,./Si5B4P5-2784_POSCARPOSCAR
./Si4B4P4-539_POSCAR,B4 P4 Si4,-863.2920,./Si4B4P4-539_POSCARPOSCAR
./Si6B4P4-6379_POSCAR,B4 P4 Si6,-1108.9960,./Si6B4P4-6379_POSCARPOSCAR
./Si7B3P6-893_POSCAR,B3 P6 Si7,-1433.8560,./Si7B3P6-893_POSCARPOSCAR
./B3Mo8P1-6681_POSCAR,B3 Mo8 P1,-1382.6400,./B3Mo8P1-6681_POSCARPOSCAR
./Si2Mo6-87_POSCAR,Mo6 Si2,-610.5440,./Si2Mo6-87_POSCARPOSCAR
./Si8B2P2-4625_POSCAR,B2 P2 Si8,-795.5520,./Si8B2P2-4625_POSCARPOSCAR
./Si6Mo6-3896_POSCAR,Mo6 Si6,-1215.9600,./Si6Mo6-3896_POSCARPOSCAR
./Si2B2P5-6491_POSCAR,B2 P5 Si2,-460.7820,./Si2B2P5-6491_POSCARPOSCAR
./B3Mo5P2-883_POSCAR,B3 Mo5 P2,-874.2900,./B3Mo5P2-883_POSCARPOSCAR
./Si3Mo1P6-789_POSCAR,Mo1 P6 Si3,-590.0800,./Si3Mo1P6-789_POSCARPOSCAR
./B2Mo2P2-5235_POSCAR,B2 Mo2 P2,-283.4760,./B2Mo2P2-5235_POSCARPOSCAR
./Si2B12-5814_POSCAR,B12 Si2,-1189.4260,./Si2B12-5814_POSCARPOSCAR
./Si3Mo2-3135_POSCAR,Mo2 Si3,-195.4250,./Si3Mo2-3135_POSCARPOSCAR
./Si4B6-4536_POSCAR,B6 Si4,-567.2700,./Si4B6-4536_POSCARPOSCAR
./B2Mo3P3-5554_POSCAR,B2 Mo3 P3,-514.5120,./B2Mo3P3-5554_POSCARPOSCAR
./B4-6757_POSCAR,B4,-100.1440,./B4-6757_POSCARPOSCAR
./Si2Mo2P6-4258_POSCAR,Mo2 P6 Si2,-647.6500,./Si2Mo2P6-4258_POSCARPOSCAR
./B3Mo4P3-3203_POSCAR,B3 Mo4 P3,-823.2900,./B3Mo4P3-3203_POSCARPOSCAR
./Si4Mo4P12-3693_POSCAR,Mo4 P12 Si4,-2640.6000,./Si4Mo4P12-3693_POSCARPOSCAR
./Si2Mo2P3-2053_POSCAR,Mo2 P3 Si2,-345.8840,./Si2Mo2P3-2053_POSCARPOSCAR
./Si4B4-79_POSCAR,B4 Si4,-370.3840,./Si4B4-79_POSCARPOSCAR
./B5Mo6-1751_POSCAR,B5 Mo6,-1109.1300,./B5Mo6-1751_POSCARPOSCAR
./P4-164_POSCAR,P4,-80.9040,./P4-164_POSCARPOSCAR
./Si4B2-356_POSCAR,B2 Si4,-200.1660,./Si4B2-356_POSCARPOSCAR
./B4Mo1-4855_POSCAR,B4 Mo1,-184.4450,./B4Mo1-4855_POSCARPOSCAR
./Si2P3-5797_POSCAR,P3 Si2,-134.9400,./Si2P3-5797_POSCARPOSCAR
./Si6B3P3-4501_POSCAR,B3 P3 Si6,-829.3200,./Si6B3P3-4501_POSCARPOSCAR
./B16-43_POSCAR,B16,-1609.6000,./B16-43_POSCARPOSCAR
./B10Mo10-1475_POSCAR,B10 Mo10,-3613.0000,./B10Mo10-1475_POSCARPOSCAR
./Si6B4-5343_POSCAR,B4 Si6,-556.5700,./Si6B4-5343_POSCARPOSCAR
./Si2B2Mo2-6333_POSCAR,B2 Mo2 Si2,-278.5440,./Si2B2Mo2-6333_POSCARPOSCAR
./Si2B2Mo2-3007_POSCAR,B2 Mo2 Si2,-284.5920,./Si2B2Mo2-3007_POSCARPOSCAR
./B2P4-3848_POSCAR,B2 P4,-206.1000,./B2P4-3848_POSCARPOSCAR
./Si8B4-398_POSCAR,B4 Si8,-798.7800,./Si8B4-398_POSCARPOSCAR
./Si1-6120_POSCAR,Si1,-5.0834,./Si1-6120_POSCARPOSCAR
./Si2Mo2P7-3107_POSCAR,Mo2 P7 Si2,-778.8220,./Si2Mo2P7-3107_POSCARPOSCAR
./Si6B1P2-4182_POSCAR,B1 P2 Si6,-427.5450,./Si6B1P2-4182_POSCARPOSCAR
./Si4Mo2-4134_POSCAR,Mo2 Si4,-264.7140,./Si4Mo2-4134_POSCARPOSCAR
./Si3B6Mo5-3893_POSCAR,B6 Mo5 Si3,-1565.7600,./Si3B6Mo5-3893_POSCARPOSCAR
./Si3Mo2P3-3482_POSCAR,Mo2 P3 Si3,-441.6320,./Si3Mo2P3-3482_POSCARPOSCAR
./B4Mo10P5-4423_POSCAR,B4 Mo10 P5,-3153.6200,./B4Mo10P5-4423_POSCARPOSCAR
./Si2P4-600_POSCAR,P4 Si2,-193.0200,./Si2P4-600_POSCARPOSCAR
./P1-363_POSCAR,P1,-5.2817,./P1-363_POSCARPOSCAR
./Mo2P8-3803_POSCAR,Mo2 P8,-660.2800,./Mo2P8-3803_POSCARPOSCAR
./Mo4P8-1197_POSCAR,Mo4 P8,-1073.1240,./Mo4P8-1197_POSCARPOSCAR
./Si5B5P4-2512_POSCAR,B5 P4 Si5,-1126.7200,./Si5B5P4-2512_POSCARPOSCAR
./Si8Mo2-4049_POSCAR,Mo2 Si8,-642.9200,./Si8Mo2-4049_POSCARPOSCAR
./Si2B3P2-3608_POSCAR,B3 P2 Si2,-290.9480,./Si2B3P2-3608_POSCARPOSCAR
./Si1B6Mo6-5870_POSCAR,B6 Mo6 Si1,-1471.7300,./Si1B6Mo6-5870_POSCARPOSCAR
./Si7B1P4-2420_POSCAR,B1 P4 Si7,-783.6000,./Si7B1P4-2420_POSCARPOSCAR
./Si7Mo4P9-2743_POSCAR,Mo4 P9 Si7,-2588.0000,./Si7Mo4P9-2743_POSCARPOSCAR
./Si6B6-4936_POSCAR,B6 Si6,-806.6640,./Si6B6-4936_POSCARPOSCAR
./B7Mo9P4-5472_POSCAR,B7 Mo9 P4,-3392.2000,./B7Mo9P4-5472_POSCARPOSCAR
./Si3Mo3P2-3714_POSCAR,Mo3 P2 Si3,-494.0000,./Si3Mo3P2-3714_POSCARPOSCAR
./Si4Mo4P4-6339_POSCAR,Mo4 P4 Si4,-1085.0640,./Si4Mo4P4-6339_POSCARPOSCAR
./Si3B2Mo5-6067_POSCAR,B2 Mo5 Si3,-861.5900,./Si3B2Mo5-6067_POSCARPOSCAR
./Si2B2P6-6603_POSCAR,B2 P6 Si2,-559.8900,./Si2B2P6-6603_POSCARPOSCAR
./Mo4P5-5662_POSCAR,Mo4 P5,-663.4800,./Mo4P5-5662_POSCARPOSCAR
./Si16Mo4P12-328_POSCAR,Mo4 P12 Si16,-6140.4800,./Si16Mo4P12-328_POSCARPOSCAR
./B4Mo5-7031_POSCAR,B4 Mo5,-744.8490,./B4Mo5-7031_POSCARPOSCAR
./Si1B1Mo5P5-1343_POSCAR,B1 Mo5 P5 Si1,-1162.0680,./Si1B1Mo5P5-1343_POSCARPOSCAR
./Si8P4-5868_POSCAR,P4 Si8,-750.3480,./Si8P4-5868_POSCARPOSCAR
./Si4B4P4-4540_POSCAR,B4 P4 Si4,-851.6280,./Si4B4P4-4540_POSCARPOSCAR
./Mo4P6-4360_POSCAR,Mo4 P6,-778.0700,./Mo4P6-4360_POSCARPOSCAR
./Si4Mo1P5-6012_POSCAR,Mo1 P5 Si4,-597.9700,./Si4Mo1P5-6012_POSCARPOSCAR
./Mo5P2-886_POSCAR,Mo5 P2,-458.2340,./Mo5P2-886_POSCARPOSCAR
./Si4Mo12-514_POSCAR,Mo12 Si4,-2425.9200,./Si4Mo12-514_POSCARPOSCAR
./Si3Mo7P5-6941_POSCAR,Mo7 P5 Si3,-1845.6000,./Si3Mo7P5-6941_POSCARPOSCAR
./Si7B2P3-4059_POSCAR,B2 P3 Si7,-785.2080,./Si7B2P3-4059_POSCARPOSCAR
./Si3B2P5-4916_POSCAR,B2 P5 Si3,-556.1700,./Si3B2P5-4916_POSCARPOSCAR
./Mo5P4-5242_POSCAR,Mo5 P4,-706.8060,./Mo5P4-5242_POSCARPOSCAR
./Mo3P9-2249_POSCAR,Mo3 P9,-989.1960,./Mo3P9-2249_POSCARPOSCAR
./Si2Mo2P2-4689_POSCAR,Mo2 P2 Si2,-266.8020,./Si2Mo2P2-4689_POSCARPOSCAR
./Si4Mo4-6481_POSCAR,Mo4 Si4,-539.5600,./Si4Mo4-6481_POSCARPOSCAR
./B7Mo3-2419_POSCAR,B7 Mo3,-797.2100,./B7Mo3-2419_POSCARPOSCAR
./Si3Mo5P8-1922_POSCAR,Mo5 P8 Si3,-1853.1200,./Si3Mo5P8-1922_POSCARPOSCAR
./Si8-72_POSCAR,Si8,-318.5040,./Si8-72_POSCARPOSCAR
./Si6B3-3569_POSCAR,B3 Si6,-442.0890,./Si6B3-3569_POSCARPOSCAR
./B3Mo4P2-2406_POSCAR,B3 Mo4 P2,-682.5150,./B3Mo4P2-2406_POSCARPOSCAR
./Si5Mo3-5165_POSCAR,Mo3 Si5,-487.5120,./Si5Mo3-5165_POSCARPOSCAR
./Si7P5-2374_POSCAR,P5 Si7,-756.3840,./Si7P5-2374_POSCARPOSCAR
./B5Mo4-3085_POSCAR,B5 Mo4,-699.6420,./B5Mo4-3085_POSCARPOSCAR
./Si2Mo3P3-6398_POSCAR,Mo3 P3 Si2,-493.0800,./Si2Mo3P3-6398_POSCARPOSCAR
./B4Mo10-5321_POSCAR,B4 Mo10,-1893.9200,./B4Mo10-5321_POSCARPOSCAR
./Mo7P4-1057_POSCAR,Mo7 P4,-1106.0500,./Mo7P4-1057_POSCARPOSCAR
./Si8Mo3-5890_POSCAR,Mo3 Si8,-836.7590,./Si8Mo3-5890_POSCARPOSCAR
./Si5P9-4824_POSCAR,P9 Si5,-1025.5420,./Si5P9-4824_POSCARPOSCAR
./Mo15P3-6472_POSCAR,Mo15 P3,-3214.0800,./Mo15P3-6472_POSCARPOSCAR
./Si1B2P1-2266_POSCAR,B2 P1 Si1,-95.4520,./Si1B2P1-2266_POSCARPOSCAR
./Si2B3Mo3-2859_POSCAR,B3 Mo3 Si2,-522.9200,./Si2B3Mo3-2859_POSCARPOSCAR
./Si1Mo2-5412_POSCAR,Mo2 Si1,-81.2970,./Si1Mo2-5412_POSCARPOSCAR
./Si9B2-1284_POSCAR,B2 Si9,-650.4740,./Si9B2-1284_POSCARPOSCAR
./B6Mo6P2-3740_POSCAR,B6 Mo6 P2,-1654.9400,./B6Mo6P2-3740_POSCARPOSCAR
./Mo5P7-6680_POSCAR,Mo5 P7,-1125.8640,./Mo5P7-6680_POSCARPOSCAR
./Si4Mo4P4-5643_POSCAR,Mo4 P4 Si4,-1081.4160,./Si4Mo4P4-5643_POSCARPOSCAR
./Si6B4P2-2581_POSCAR,B4 P2 Si6,-831.4560,./Si6B4P2-2581_POSCARPOSCAR
./Si10Mo4-3315_POSCAR,Mo4 Si10,-1386.3080,./Si10Mo4-3315_POSCARPOSCAR
./Si4Mo6P10-816_POSCAR,Mo6 P10 Si4,-2875.0000,./Si4Mo6P10-816_POSCARPOSCAR
./Si7Mo6P7-4219_POSCAR,Mo6 P7 Si7,-2840.4000,./Si7Mo6P7-4219_POSCARPOSCAR
./Si1B2P1-394_POSCAR,B2 P1 Si1,-96.6080,./Si1B2P1-394_POSCARPOSCAR
./B5Mo4P2-3375_POSCAR,B5 Mo4 P2,-978.8570,./B5Mo4P2-3375_POSCARPOSCAR
./B4Mo9P5-6538_POSCAR,B4 Mo9 P5,-2819.5200,./B4Mo9P5-6538_POSCARPOSCAR
./Si3Mo1P8-4856_POSCAR,Mo1 P8 Si3,-840.4680,./Si3Mo1P8-4856_POSCARPOSCAR
./Si4Mo3P7-4005_POSCAR,Mo3 P7 Si4,-1299.3400,./Si4Mo3P7-4005_POSCARPOSCAR
./Si2B4-2816_POSCAR,B4 Si2,-209.4420,./Si2B4-2816_POSCARPOSCAR
./Si8Mo3P5-2105_POSCAR,Mo3 P5 Si8,-1611.3600,./Si8Mo3P5-2105_POSCARPOSCAR
./Si3Mo3P2-1698_POSCAR,Mo3 P2 Si3,-494.0400,./Si3Mo3P2-1698_POSCARPOSCAR
./B4Mo6-5143_POSCAR,B4 Mo6,-932.4000,./B4Mo6-5143_POSCARPOSCAR
./Si2Mo2P4-904_POSCAR,Mo2 P4 Si2,-445.0960,./Si2Mo2P4-904_POSCARPOSCAR
./Si4B4P4-1696_POSCAR,B4 P4 Si4,-819.9840,./Si4B4P4-1696_POSCARPOSCAR
./Si4P2-3275_POSCAR,P2 Si4,-190.8840,./Si4P2-3275_POSCARPOSCAR
./Si2Mo2P5-3017_POSCAR,Mo2 P5 Si2,-542.6820,./Si2Mo2P5-3017_POSCARPOSCAR
./Si2Mo2P8-2475_POSCAR,Mo2 P8 Si2,-906.5040,./Si2Mo2P8-2475_POSCARPOSCAR
./Si2B1Mo2P1-6490_POSCAR,B1 Mo2 P1 Si2,-280.2240,./Si2B1Mo2P1-6490_POSCARPOSCAR
./Mo4P8-6727_POSCAR,Mo4 P8,-1066.9200,./Mo4P8-6727_POSCARPOSCAR
./Si6B5P5-1457_POSCAR,B5 P5 Si6,-1521.1040,./Si6B5P5-1457_POSCARPOSCAR
./Si5B3Mo4-5211_POSCAR,B3 Mo4 Si5,-1090.4040,./Si5B3Mo4-5211_POSCARPOSCAR
./Si3B3P4-7114_POSCAR,B3 P4 Si3,-577.8300,./Si3B3P4-7114_POSCARPOSCAR
./Si7P3-2400_POSCAR,P3 Si7,-526.5400,./Si7P3-2400_POSCARPOSCAR
./Si2B1Mo2P5-6586_POSCAR,B1 Mo2 P5 Si2,-668.6800,./Si2B1Mo2P5-6586_POSCARPOSCAR
./Si5B2Mo3-2727_POSCAR,B2 Mo3 Si5,-733.8800,./Si5B2Mo3-2727_POSCARPOSCAR
./Si3B1P16-6828_POSCAR,B1 P16 Si3,-2102.6000,./Si3B1P16-6828_POSCARPOSCAR
./P8-5816_POSCAR,P8,-340.6400,./P8-5816_POSCARPOSCAR
./Si10B8-3384_POSCAR,B8 Si10,-1813.5000,./Si10B8-3384_POSCARPOSCAR
./B2Mo2P2-3054_POSCAR,B2 Mo2 P2,-278.9760,./B2Mo2P2-3054_POSCARPOSCAR
./Si5P5-5821_POSCAR,P5 Si5,-526.7900,./Si5P5-5821_POSCARPOSCAR
./Mo3P3-880_POSCAR,Mo3 P3,-305.7720,./Mo3P3-880_POSCARPOSCAR
./Si3B2Mo8P3-1325_POSCAR,B2 Mo8 P3 Si3,-2180.6400,./Si3B2Mo8P3-1325_POSCARPOSCAR
./P6-3323_POSCAR,P6,-184.3920,./P6-3323_POSCARPOSCAR
./Si1B3Mo4P2-730_POSCAR,B3 Mo4 P2 Si1,-811.9500,./Si1B3Mo4P2-730_POSCARPOSCAR
./Si2B1Mo4P3-5310_POSCAR,B1 Mo4 P3 Si2,-794.4800,./Si2B1Mo4P3-5310_POSCARPOSCAR
./Si2Mo2P2-6284_POSCAR,Mo2 P2 Si2,-265.8420,./Si2Mo2P2-6284_POSCARPOSCAR
./Si2B1Mo4P5-7113_POSCAR,B1 Mo4 P5 Si2,-1083.6720,./Si2B1Mo4P5-7113_POSCARPOSCAR
./Si2P2-7202_POSCAR,P2 Si2,-82.8320,./Si2P2-7202_POSCARPOSCAR
./Si4Mo2-5189_POSCAR,Mo2 Si4,-261.1200,./Si4Mo2-5189_POSCARPOSCAR
./Si6B4P10-6434_POSCAR,B4 P10 Si6,-2244.0000,./Si6B4P10-6434_POSCARPOSCAR
./Si2B2Mo4P4-3303_POSCAR,B2 Mo4 P4 Si2,-1110.4680,./Si2B2Mo4P4-3303_POSCARPOSCAR
./Si2B3Mo2-4278_POSCAR,B3 Mo2 Si2,-368.6200,./Si2B3Mo2-4278_POSCARPOSCAR
./Si2B7Mo3-2863_POSCAR,B7 Mo3 Si2,-1074.8760,./Si2B7Mo3-2863_POSCARPOSCAR
./Si4B4Mo8P4-6544_POSCAR,B4 Mo8 P4 Si4,-3205.8000,./Si4B4Mo8P4-6544_POSCARPOSCAR
./Si4B8-85_POSCAR,B8 Si4,-855.5640,./Si4B8-85_POSCARPOSCAR
./Si2B2Mo4P4-1381_POSCAR,B2 Mo4 P4 Si2,-1106.6400,./Si2B2Mo4P4-1381_POSCARPOSCAR
./Si2B1P3-1960_POSCAR,B1 P3 Si2,-196.5720,./Si2B1P3-1960_POSCARPOSCAR
./Si8B4-3652_POSCAR,B4 Si8,-786.0240,./Si8B4-3652_POSCARPOSCAR
./Si1B2-4303_POSCAR,B2 Si1,-53.0100,./Si1B2-4303_POSCARPOSCAR
./Si3B3P5-4949_POSCAR,B3 P5 Si3,-693.7480,./Si3B3P5-4949_POSCARPOSCAR
./Mo3P9-6991_POSCAR,Mo3 P9,-973.1040,./Mo3P9-6991_POSCARPOSCAR
./B2Mo5-3926_POSCAR,B2 Mo5,-472.4300,./B2Mo5-3926_POSCARPOSCAR
./B4Mo4-6460_POSCAR,B4 Mo4,-580.0320,./B4Mo4-6460_POSCARPOSCAR
./Si2B2Mo4-2734_POSCAR,B2 Mo4 Si2,-555.6960,./Si2B2Mo4-2734_POSCARPOSCAR
./Si2B5Mo8-2365_POSCAR,B5 Mo8 Si2,-2003.4000,./Si2B5Mo8-2365_POSCARPOSCAR
./Mo4P8-6982_POSCAR,Mo4 P8,-1057.6560,./Mo4P8-6982_POSCARPOSCAR
./Mo4P4-522_POSCAR,Mo4 P4,-555.1440,./Mo4P4-522_POSCARPOSCAR
./Mo2P4-690_POSCAR,Mo2 P4,-268.8660,./Mo2P4-690_POSCARPOSCAR
./Si3P6-6219_POSCAR,P6 Si3,-427.2570,./Si3P6-6219_POSCARPOSCAR
./Mo1P8-3820_POSCAR,Mo1 P8,-490.9590,./Mo1P8-3820_POSCARPOSCAR
./Si1B2Mo5P2-5722_POSCAR,B2 Mo5 P2 Si1,-863.1400,./Si1B2Mo5P2-5722_POSCARPOSCAR
./Si2B1Mo3P4-2384_POSCAR,B1 Mo3 P4 Si2,-731.0200,./Si2B1Mo3P4-2384_POSCARPOSCAR
./Si7P7-3673_POSCAR,P7 Si7,-1037.9180,./Si7P7-3673_POSCARPOSCAR
./B2Mo6P2-1908_POSCAR,B2 Mo6 P2,-921.6400,./B2Mo6P2-1908_POSCARPOSCAR
./B3Mo5P2-2785_POSCAR,B3 Mo5 P2,-872.0200,./B3Mo5P2-2785_POSCARPOSCAR
./Si4B4P4-141_POSCAR,B4 P4 Si4,-826.6080,./Si4B4P4-141_POSCARPOSCAR
./Si2Mo2P5-6604_POSCAR,Mo2 P5 Si2,-550.7460,./Si2Mo2P5-6604_POSCARPOSCAR
./Si3Mo1P8-3076_POSCAR,Mo1 P8 Si3,-852.9360,./Si3Mo1P8-3076_POSCARPOSCAR
./Si3B3P5-4272_POSCAR,B3 P5 Si3,-697.5430,./Si3B3P5-4272_POSCARPOSCAR
./B2Mo5P3-1964_POSCAR,B2 Mo5 P3,-869.3000,./B2Mo5P3-1964_POSCARPOSCAR
./Si7B3P8-3564_POSCAR,B3 P8 Si7,-1802.8800,./Si7B3P8-3564_POSCARPOSCAR
./B3Mo6P1-6030_POSCAR,B3 Mo6 P1,-936.5800,./B3Mo6P1-6030_POSCARPOSCAR
./Mo5P5-3346_POSCAR,Mo5 P5,-846.9000,./Mo5P5-3346_POSCARPOSCAR
./Si5B5P6-1121_POSCAR,B5 P6 Si5,-1468.3040,./Si5B5P6-1121_POSCARPOSCAR
./Si7Mo1P4-1278_POSCAR,Mo1 P4 Si7,-838.2480,./Si7Mo1P4-1278_POSCARPOSCAR
./Si4B4P6-5780_POSCAR,B4 P6 Si4,-1122.8280,./Si4B4P6-5780_POSCARPOSCAR
./Si3B1Mo3P3-3773_POSCAR,B1 Mo3 P3 Si3,-727.9100,./Si3B1Mo3P3-3773_POSCARPOSCAR
./Si1Mo1P2-623_POSCAR,Mo1 P2 Si1,-109.5240,./Si1Mo1P2-623_POSCARPOSCAR
./Si2B2P2-5324_POSCAR,B2 P2 Si2,-207.5580,./Si2B2P2-5324_POSCARPOSCAR
./Mo5P7-4793_POSCAR,Mo5 P7,-1136.0640,./Mo5P7-4793_POSCARPOSCAR
./B2Mo2P2-5124_POSCAR,B2 Mo2 P2,-276.7860,./B2Mo2P2-5124_POSCARPOSCAR
./Si3Mo2P5-4088_POSCAR,Mo2 P5 Si3,-658.4600,./Si3Mo2P5-4088_POSCARPOSCAR
./Si5P3-3407_POSCAR,P3 Si5,-338.3920,./Si5P3-3407_POSCARPOSCAR
./Si4Mo2P6-1616_POSCAR,Mo2 P6 Si4,-904.2240,./Si4Mo2P6-1616_POSCARPOSCAR
./Si12Mo17-192_POSCAR,Mo17 Si12,-7320.1800,./Si12Mo17-192_POSCARPOSCAR
./Si5B5-7313_POSCAR,B5 Si5,-563.8900,./Si5B5-7313_POSCARPOSCAR
./Si3P6-5663_POSCAR,P6 Si3,-419.3190,./Si3P6-5663_POSCARPOSCAR
./Si3B2P5-7246_POSCAR,B2 P5 Si3,-561.6800,./Si3B2P5-7246_POSCARPOSCAR
./Si3B1Mo4-3146_POSCAR,B1 Mo4 Si3,-541.6640,./Si3B1Mo4-3146_POSCARPOSCAR
./Si1B1Mo2P2-2993_POSCAR,B1 Mo2 P2 Si1,-272.5320,./Si1B1Mo2P2-2993_POSCARPOSCAR
./Si2B2Mo4P2-7192_POSCAR,B2 Mo4 P2 Si2,-800.1600,./Si2B2Mo4P2-7192_POSCARPOSCAR
./Si1Mo8-491_POSCAR,Mo8 Si1,-813.3930,./Si1Mo8-491_POSCARPOSCAR
./Si3B3Mo9-2558_POSCAR,B3 Mo9 Si3,-2052.4500,./Si3B3Mo9-2558_POSCARPOSCAR
./Si3Mo2P13-5243_POSCAR,Mo2 P13 Si3,-1936.0800,./Si3Mo2P13-5243_POSCARPOSCAR
./B2Mo8P4-2805_POSCAR,B2 Mo8 P4,-1740.0600,./B2Mo8P4-2805_POSCARPOSCAR
./Si4P4-635_POSCAR,P4 Si4,-344.9840,./Si4P4-635_POSCARPOSCAR
./Si5Mo2P8-4569_POSCAR,Mo2 P8 Si5,-1375.5150,./Si5Mo2P8-4569_POSCARPOSCAR
./Si3Mo5-211_POSCAR,Mo5 Si3,-571.9040,./Si3Mo5-211_POSCARPOSCAR
./Si2B3P5-5576_POSCAR,B3 P5 Si2,-584.1900,./Si2B3P5-5576_POSCARPOSCAR
./Si5B2P4-6600_POSCAR,B2 P4 Si5,-677.4680,./Si5B2P4-6600_POSCARPOSCAR
./B6Mo4-920_POSCAR,B6 Mo4,-854.0500,./B6Mo4-920_POSCARPOSCAR
./Si7B2P2-5483_POSCAR,B2 P2 Si7,-658.6580,./Si7B2P2-5483_POSCARPOSCAR
./B3Mo9P2-1948_POSCAR,B3 Mo9 P2,-1854.0200,./B3Mo9P2-1948_POSCARPOSCAR
./Si6B1Mo2P3-1579_POSCAR,B1 Mo2 P3 Si6,-908.6880,./Si6B1Mo2P3-1579_POSCARPOSCAR
./B3Mo6P1-4090_POSCAR,B3 Mo6 P1,-928.4200,./B3Mo6P1-4090_POSCARPOSCAR
./B2Mo6P4-1630_POSCAR,B2 Mo6 P4,-1241.7600,./B2Mo6P4-1630_POSCARPOSCAR
./Si4B4Mo12-7272_POSCAR,B4 Mo12 Si4,-3631.2000,./Si4B4Mo12-7272_POSCARPOSCAR
./Si3B2Mo4P2-5856_POSCAR,B2 Mo4 P2 Si3,-948.4310,./Si3B2Mo4P2-5856_POSCARPOSCAR
./Si3Mo3P10-4675_POSCAR,Mo3 P10 Si3,-1656.0000,./Si3Mo3P10-4675_POSCARPOSCAR
./Si2Mo2P3-3730_POSCAR,Mo2 P3 Si2,-347.4730,./Si2Mo2P3-3730_POSCARPOSCAR
./B3Mo3P2-3487_POSCAR,B3 Mo3 P2,-520.9920,./B3Mo3P2-3487_POSCARPOSCAR
./Mo2P10-4453_POSCAR,Mo2 P10,-921.6120,./Mo2P10-4453_POSCARPOSCAR
./Si3B1P2-5283_POSCAR,B1 P2 Si3,-201.8580,./Si3B1P2-5283_POSCARPOSCAR
./B1Mo1P2-7219_POSCAR,B1 Mo1 P2,-115.5240,./B1Mo1P2-7219_POSCARPOSCAR
./Si3Mo1P2-1969_POSCAR,Mo1 P2 Si3,-227.2920,./Si3Mo1P2-1969_POSCARPOSCAR
./B4Mo4P2-5537_POSCAR,B4 Mo4 P2,-843.1000,./B4Mo4P2-5537_POSCARPOSCAR
./B4-3025_POSCAR,B4,-98.5120,./B4-3025_POSCARPOSCAR
./Si2Mo3P4-3037_POSCAR,Mo3 P4 Si2,-605.7720,./Si2Mo3P4-3037_POSCARPOSCAR
