id,composition,energy,structure
./Si3B2P5-4690_POSCAR,B2 P5 Si3,-556.8300,./Si3B2P5-4690_POSCARPOSCAR
./Si8P4-91_POSCAR,P4 Si8,-759.1680,./Si8P4-91_POSCARPOSCAR
./Si6P6-3699_POSCAR,P6 Si6,-756.1800,./Si6P6-3699_POSCARPOSCAR
./Si3B2P7-1995_POSCAR,B2 P7 Si3,-795.1200,./Si3B2P7-1995_POSCARPOSCAR
./Si5B5P6-5491_POSCAR,B5 P6 Si5,-1464.9760,./Si5B5P6-5491_POSCARPOSCAR
./Si6B3P3-6362_POSCAR,B3 P3 Si6,-812.3160,./Si6B3P3-6362_POSCARPOSCAR
./Si7B4P5-796_POSCAR,B4 P5 Si7,-1442.0640,./Si7B4P5-796_POSCARPOSCAR
./Si2B2Mo2-2561_POSCAR,B2 Mo2 Si2,-280.5480,./Si2B2Mo2-2561_POSCARPOSCAR
./Si3Mo4P3-1568_POSCAR,Mo4 P3 Si3,-783.8700,./Si3Mo4P3-1568_POSCARPOSCAR
./Si1Mo1P2-1470_POSCAR,Mo1 P2 Si1,-109.5720,./Si1Mo1P2-1470_POSCARPOSCAR
./Si1B6Mo3-6917_POSCAR,B6 Mo3 Si1,-793.1500,./Si1B6Mo3-6917_POSCARPOSCAR
./Si1Mo1P4-5022_POSCAR,Mo1 P4 Si1,-226.5120,./Si1Mo1P4-5022_POSCARPOSCAR
./Si1Mo3-57_POSCAR,Mo3 Si1,-152.7720,./Si1Mo3-57_POSCARPOSCAR
./P10-3728_POSCAR,P10,-508.4000,./P10-3728_POSCARPOSCAR
./Si2P4-482_POSCAR,P4 Si2,-188.3580,./Si2P4-482_POSCARPOSCAR
./Si5B4-3341_POSCAR,B4 Si5,-459.0180,./Si5B4-3341_POSCARPOSCAR
./Si9B5P6-2641_POSCAR,B5 P6 Si9,-2227.8000,./Si9B5P6-2641_POSCARPOSCAR
./B4Mo8P3-6709_POSCAR,B4 Mo8 P3,-2021.8500,./B4Mo8P3-6709_POSCARPOSCAR
./Si2B2P4-2519_POSCAR,B2 P4 Si2,-369.8400,./Si2B2P4-2519_POSCARPOSCAR
./Si18P6-139_POSCAR,P6 Si18,-2965.6800,./Si18P6-139_POSCARPOSCAR
./Si8P4-2128_POSCAR,P4 Si8,-761.2200,./Si8P4-2128_POSCARPOSCAR
./B4Mo9P2-4869_POSCAR,B4 Mo9 P2,-2065.8000,./B4Mo9P2-4869_POSCARPOSCAR
./Si2Mo4P5-907_POSCAR,Mo4 P5 Si2,-920.2930,./Si2Mo4P5-907_POSCARPOSCAR
./Mo4P1-1986_POSCAR,Mo4 P1,-244.0650,./Mo4P1-1986_POSCARPOSCAR
./Si2Mo1P7-4711_POSCAR,Mo1 P7 Si2,-596.6600,./Si2Mo1P7-4711_POSCARPOSCAR
./Si1Mo2P1-5729_POSCAR,Mo2 P1 Si1,-138.1760,./Si1Mo2P1-5729_POSCARPOSCAR
./Si5P13-4583_POSCAR,P13 Si5,-1667.7000,./Si5P13-4583_POSCARPOSCAR
./Si2P4-6963_POSCAR,P4 Si2,-192.9480,./Si2P4-6963_POSCARPOSCAR
./B3Mo4P2-4387_POSCAR,B3 Mo4 P2,-683.8920,./B3Mo4P2-4387_POSCARPOSCAR
./Si4B5P7-4113_POSCAR,B5 P7 Si4,-1482.3360,./Si4B5P7-4113_POSCARPOSCAR
./Si1P3-5886_POSCAR,P3 Si1,-83.9880,./Si1P3-5886_POSCARPOSCAR
./Si8Mo4P6-126_POSCAR,Mo4 P6 Si8,-2121.8400,./Si8Mo4P6-126_POSCARPOSCAR
./Si2Mo1P3-2614_POSCAR,Mo1 P3 Si2,-226.1100,./Si2Mo1P3-2614_POSCARPOSCAR
./Si2B2Mo4-981_POSCAR,B2 Mo4 Si2,-563.6880,./Si2B2Mo4-981_POSCARPOSCAR
./Si4B4Mo4-3440_POSCAR,B4 Mo4 Si4,-1113.4800,./Si4B4Mo4-3440_POSCARPOSCAR
./Si1B2P1-694_POSCAR,B2 P1 Si1,-95.4680,./Si1B2P1-694_POSCARPOSCAR
./Mo2P7-1236_POSCAR,Mo2 P7,-539.6670,./Mo2P7-1236_POSCARPOSCAR
./Si2Mo2P4-6824_POSCAR,Mo2 P4 Si2,-438.4720,./Si2Mo2P4-6824_POSCARPOSCAR
./B4Mo6P2-6252_POSCAR,B4 Mo6 P2,-1278.7200,./B4Mo6P2-6252_POSCARPOSCAR
./Si1B4Mo5-2819_POSCAR,B4 Mo5 Si1,-891.4400,./Si1B4Mo5-2819_POSCARPOSCAR
./Mo3P7-6866_POSCAR,Mo3 P7,-714.2000,./Mo3P7-6866_POSCARPOSCAR
./Si4B2Mo6-1240_POSCAR,B2 Mo6 Si4,-1224.2400,./Si4B2Mo6-1240_POSCARPOSCAR
./Si4B2Mo2-5367_POSCAR,B2 Mo2 Si4,-455.3840,./Si4B2Mo2-5367_POSCARPOSCAR
./Si2B3Mo1P6-7317_POSCAR,B3 Mo1 P6 Si2,-890.8920,./Si2B3Mo1P6-7317_POSCARPOSCAR
./Si3P5-5284_POSCAR,P5 Si3,-337.6160,./Si3P5-5284_POSCARPOSCAR
./Si2B2Mo4-6038_POSCAR,B2 Mo4 Si2,-559.2320,./Si2B2Mo4-6038_POSCARPOSCAR
./Si3P13-5304_POSCAR,P13 Si3,-1295.1200,./Si3P13-5304_POSCARPOSCAR
./Si2B3Mo4-6342_POSCAR,B3 Mo4 Si2,-687.6900,./Si2B3Mo4-6342_POSCARPOSCAR
./Si5Mo3P12-5305_POSCAR,Mo3 P12 Si5,-2484.6000,./Si5Mo3P12-5305_POSCARPOSCAR
./Si4B5-1647_POSCAR,B5 Si4,-466.9560,./Si4B5-1647_POSCARPOSCAR
./Si4B3P3-1103_POSCAR,B3 P3 Si4,-570.5000,./Si4B3P3-1103_POSCARPOSCAR
./Si7B3Mo1P4-3361_POSCAR,B3 Mo1 P4 Si7,-1312.1550,./Si7B3Mo1P4-3361_POSCARPOSCAR
./Si3B1Mo3P3-2236_POSCAR,B1 Mo3 P3 Si3,-733.5000,./Si3B1Mo3P3-2236_POSCARPOSCAR
./B3Mo5P4-1387_POSCAR,B3 Mo5 P4,-1187.6160,./B3Mo5P4-1387_POSCARPOSCAR
./Si6B4P2-2623_POSCAR,B4 P2 Si6,-820.8240,./Si6B4P2-2623_POSCARPOSCAR
./B3Mo3P2-2956_POSCAR,B3 Mo3 P2,-515.4320,./B3Mo3P2-2956_POSCARPOSCAR
./Si2Mo6P12-2940_POSCAR,Mo6 P12 Si2,-2861.4000,./Si2Mo6P12-2940_POSCARPOSCAR
./Si4B2P4-3768_POSCAR,B2 P4 Si4,-560.9300,./Si4B2P4-3768_POSCARPOSCAR
./Si8Mo3P9-7049_POSCAR,Mo3 P9 Si8,-2520.2000,./Si8Mo3P9-7049_POSCARPOSCAR
./Si5Mo6P7-6920_POSCAR,Mo6 P7 Si5,-2389.5000,./Si5Mo6P7-6920_POSCARPOSCAR
./Si3Mo4P8-3256_POSCAR,Mo4 P8 Si3,-1557.4500,./Si3Mo4P8-3256_POSCARPOSCAR
./Si2Mo2P2-5392_POSCAR,Mo2 P2 Si2,-269.5860,./Si2Mo2P2-5392_POSCARPOSCAR
./Si1B2P1-46_POSCAR,B2 P1 Si1,-96.6080,./Si1B2P1-46_POSCARPOSCAR
./Si1B2Mo2P1-3566_POSCAR,B2 Mo2 P1 Si1,-278.5140,./Si1B2Mo2P1-3566_POSCARPOSCAR
./Mo5P7-4885_POSCAR,Mo5 P7,-1148.6880,./Mo5P7-4885_POSCARPOSCAR
./Si2Mo7P7-6752_POSCAR,Mo7 P7 Si2,-2074.5600,./Si2Mo7P7-6752_POSCARPOSCAR
./B3Mo2-5492_POSCAR,B3 Mo2,-214.1850,./B3Mo2-5492_POSCARPOSCAR
./Si4Mo2P5-5714_POSCAR,Mo2 P5 Si4,-772.5630,./Si4Mo2P5-5714_POSCARPOSCAR
./Si4B6Mo6-3139_POSCAR,B6 Mo6 Si4,-2076.1600,./Si4B6Mo6-3139_POSCARPOSCAR
./Si2B4Mo6-1492_POSCAR,B4 Mo6 Si2,-1287.2400,./Si2B4Mo6-1492_POSCARPOSCAR
./Si2Mo3P5-3297_POSCAR,Mo3 P5 Si2,-718.9500,./Si2Mo3P5-3297_POSCARPOSCAR
./Si2B4P2-777_POSCAR,B4 P2 Si2,-381.1280,./Si2B4P2-777_POSCARPOSCAR
./Si3Mo2P7-3975_POSCAR,Mo2 P7 Si3,-909.5040,./Si3Mo2P7-3975_POSCARPOSCAR
./Si2Mo4P5-6157_POSCAR,Mo4 P5 Si2,-924.5610,./Si2Mo4P5-6157_POSCARPOSCAR
./Mo4P4-2295_POSCAR,Mo4 P4,-542.3600,./Mo4P4-2295_POSCARPOSCAR
./B2Mo3P5-3475_POSCAR,B2 Mo3 P5,-744.4900,./B2Mo3P5-3475_POSCARPOSCAR
./Si3B2P2-7071_POSCAR,B2 P2 Si3,-281.2040,./Si3B2P2-7071_POSCARPOSCAR
./Si2B6Mo8P3-1007_POSCAR,B6 Mo8 P3 Si2,-3001.4300,./Si2B6Mo8P3-1007_POSCARPOSCAR
./Si4B2-1966_POSCAR,B2 Si4,-198.3840,./Si4B2-1966_POSCARPOSCAR
./Si5P7-4168_POSCAR,P7 Si5,-762.2520,./Si5P7-4168_POSCARPOSCAR
./B3Mo9P4-4496_POSCAR,B3 Mo9 P4,-2289.1200,./B3Mo9P4-4496_POSCARPOSCAR
./Si8-6231_POSCAR,Si8,-325.4480,./Si8-6231_POSCARPOSCAR
./B2Mo3P2-5438_POSCAR,B2 Mo3 P2,-413.0000,./B2Mo3P2-5438_POSCARPOSCAR
./Mo16P8-653_POSCAR,Mo16 P8,-5344.5600,./Mo16P8-653_POSCARPOSCAR
./Si2Mo2P7-7228_POSCAR,Mo2 P7 Si2,-775.5550,./Si2Mo2P7-7228_POSCARPOSCAR
./Si2Mo10-6025_POSCAR,Mo10 Si2,-1443.6000,./Si2Mo10-6025_POSCARPOSCAR
./B3Mo1P1-4172_POSCAR,B3 Mo1 P1,-181.9600,./B3Mo1P1-4172_POSCARPOSCAR
./Si3B2P3-3217_POSCAR,B2 P3 Si3,-363.9680,./Si3B2P3-3217_POSCARPOSCAR
./Si3B2Mo3P2-7189_POSCAR,B2 Mo3 P2 Si3,-735.0900,./Si3B2Mo3P2-7189_POSCARPOSCAR
./Mo2P10-5875_POSCAR,Mo2 P10,-903.4080,./Mo2P10-5875_POSCARPOSCAR
./Si8P4-1670_POSCAR,P4 Si8,-760.7280,./Si8P4-1670_POSCARPOSCAR
./Si4B4P4-1771_POSCAR,B4 P4 Si4,-857.4840,./Si4B4P4-1771_POSCARPOSCAR
./Mo12P8-651_POSCAR,Mo12 P8,-3656.2000,./Mo12P8-651_POSCARPOSCAR
./B3Mo3P3-7050_POSCAR,B3 Mo3 P3,-628.8930,./B3Mo3P3-7050_POSCARPOSCAR
./Si1B4Mo7-735_POSCAR,B4 Mo7 Si1,-1348.2000,./Si1B4Mo7-735_POSCARPOSCAR
./Si3B3P4-6731_POSCAR,B3 P4 Si3,-579.5600,./Si3B3P4-6731_POSCARPOSCAR
./Si2B5Mo5-3030_POSCAR,B5 Mo5 Si2,-1192.6200,./Si2B5Mo5-3030_POSCARPOSCAR
./Si1B2Mo2P1-2310_POSCAR,B2 Mo2 P1 Si1,-281.4360,./Si1B2Mo2P1-2310_POSCARPOSCAR
./Si5Mo5P8-4495_POSCAR,Mo5 P8 Si5,-2270.3400,./Si5Mo5P8-4495_POSCARPOSCAR
./Mo6P8-5135_POSCAR,Mo6 P8,-1564.0800,./Mo6P8-5135_POSCARPOSCAR
./Si2Mo2P1-823_POSCAR,Mo2 P1 Si2,-198.2100,./Si2Mo2P1-823_POSCARPOSCAR
./B5Mo4-5612_POSCAR,B5 Mo4,-702.1980,./B5Mo4-5612_POSCARPOSCAR
./Si1B2Mo1-3269_POSCAR,B2 Mo1 Si1,-115.6920,./Si1B2Mo1-3269_POSCARPOSCAR
./Si2Mo1P1-3953_POSCAR,Mo1 P1 Si2,-107.0320,./Si2Mo1P1-3953_POSCARPOSCAR
./Si4Mo6P8-62_POSCAR,Mo6 P8 Si4,-2418.3000,./Si4Mo6P8-62_POSCARPOSCAR
./Si5B2P4-2297_POSCAR,B2 P4 Si5,-668.3710,./Si5B2P4-2297_POSCARPOSCAR
./Si6B4-6450_POSCAR,B4 Si6,-559.0800,./Si6B4-6450_POSCARPOSCAR
./Mo3P4-1120_POSCAR,Mo3 P4,-400.0150,./Mo3P4-1120_POSCARPOSCAR
./Si5B2-2404_POSCAR,B2 Si5,-267.3720,./Si5B2-2404_POSCARPOSCAR
./Si2P8-2986_POSCAR,P8 Si2,-521.6700,./Si2P8-2986_POSCARPOSCAR
./Si4B2Mo2P4-5679_POSCAR,B2 Mo2 P4 Si4,-953.7840,./Si4B2Mo2P4-5679_POSCARPOSCAR
./Si2Mo6P10-4015_POSCAR,Mo6 P10 Si2,-2414.8800,./Si2Mo6P10-4015_POSCARPOSCAR
./Si10B2-4948_POSCAR,B2 Si10,-795.5640,./Si10B2-4948_POSCARPOSCAR
./Si4Mo4-2745_POSCAR,Mo4 Si4,-537.8880,./Si4Mo4-2745_POSCARPOSCAR
./Si3Mo2P6-1446_POSCAR,Mo2 P6 Si3,-768.3060,./Si3Mo2P6-1446_POSCARPOSCAR
./Si2B2Mo2P2-1804_POSCAR,B2 Mo2 P2 Si2,-456.3280,./Si2B2Mo2P2-1804_POSCARPOSCAR
./Si1Mo3P5-3949_POSCAR,Mo3 P5 Si1,-598.6440,./Si1Mo3P5-3949_POSCARPOSCAR
./Si2Mo3P3-6552_POSCAR,Mo3 P3 Si2,-483.4640,./Si2Mo3P3-6552_POSCARPOSCAR
./Si6Mo6-5446_POSCAR,Mo6 Si6,-1199.9040,./Si6Mo6-5446_POSCARPOSCAR
./B3Mo7P2-1190_POSCAR,B3 Mo7 P2,-1320.7200,./B3Mo7P2-1190_POSCARPOSCAR
./B5Mo4P2-4812_POSCAR,B5 Mo4 P2,-969.5510,./B5Mo4P2-4812_POSCARPOSCAR
./Si3Mo2P5-6674_POSCAR,Mo2 P5 Si3,-657.5500,./Si3Mo2P5-6674_POSCARPOSCAR
./Si5B4P6-5538_POSCAR,B4 P6 Si5,-1232.4000,./Si5B4P6-5538_POSCARPOSCAR
./P2-313_POSCAR,P2,-20.8620,./P2-313_POSCARPOSCAR
./Mo3P7-3538_POSCAR,Mo3 P7,-708.6200,./Mo3P7-3538_POSCARPOSCAR
./Si3B2Mo3P2-3282_POSCAR,B2 Mo3 P2 Si3,-738.9600,./Si3B2Mo3P2-3282_POSCARPOSCAR
./Si3Mo2P4-869_POSCAR,Mo2 P4 Si3,-534.7710,./Si3Mo2P4-869_POSCARPOSCAR
./Si5B3Mo4-5088_POSCAR,B3 Mo4 Si5,-1100.9520,./Si5B3Mo4-5088_POSCARPOSCAR
./Si4Mo2P8-3794_POSCAR,Mo2 P8 Si4,-1212.9600,./Si4Mo2P8-3794_POSCARPOSCAR
./Si5Mo2P5-4025_POSCAR,Mo2 P5 Si5,-895.8240,./Si5Mo2P5-4025_POSCARPOSCAR
./B2Mo10P8-4776_POSCAR,B2 Mo10 P8,-3416.6000,./B2Mo10P8-4776_POSCARPOSCAR
./Si6Mo4-7075_POSCAR,Mo4 Si6,-777.4200,./Si6Mo4-7075_POSCARPOSCAR
./Si3B1P2-6635_POSCAR,B1 P2 Si3,-197.9220,./Si3B1P2-6635_POSCARPOSCAR
./B2Mo4P3-1422_POSCAR,B2 Mo4 P3,-679.2570,./B2Mo4P3-1422_POSCARPOSCAR
./B1Mo5P4-6579_POSCAR,B1 Mo5 P4,-850.8500,./B1Mo5P4-6579_POSCARPOSCAR
./Mo4P7-1219_POSCAR,Mo4 P7,-925.2540,./Mo4P7-1219_POSCARPOSCAR
./B8-429_POSCAR,B8,-407.4240,./B8-429_POSCARPOSCAR
./Si1Mo3-487_POSCAR,Mo3 Si1,-150.5200,./Si1Mo3-487_POSCARPOSCAR
./B4Mo9P2-1819_POSCAR,B4 Mo9 P2,-2078.8500,./B4Mo9P2-1819_POSCARPOSCAR
./Si7B4P3-2729_POSCAR,B4 P3 Si7,-1105.1040,./Si7B4P3-2729_POSCARPOSCAR
./Si1B1Mo2-4483_POSCAR,B1 Mo2 Si1,-136.8320,./Si1B1Mo2-4483_POSCARPOSCAR
./Si6B2-2433_POSCAR,B2 Si6,-345.7440,./Si6B2-2433_POSCARPOSCAR
./Si5Mo6-4155_POSCAR,Mo6 Si5,-1033.5050,./Si5Mo6-4155_POSCARPOSCAR
./B2Mo12P4-6374_POSCAR,B2 Mo12 P4,-3031.2000,./B2Mo12P4-6374_POSCARPOSCAR
./B8-461_POSCAR,B8,-410.1040,./B8-461_POSCARPOSCAR
./Mo12P4-859_POSCAR,Mo12 P4,-2448.8000,./Mo12P4-859_POSCARPOSCAR
./B1P3-145_POSCAR,B1 P3,-89.4480,./B1P3-145_POSCARPOSCAR
./Mo24P2-234_POSCAR,Mo24 P2,-6869.4600,./Mo24P2-234_POSCARPOSCAR
./Mo4P6-2752_POSCAR,Mo4 P6,-786.6200,./Mo4P6-2752_POSCARPOSCAR
./Si1B2Mo6P1-3250_POSCAR,B2 Mo6 P1 Si1,-917.6500,./Si1B2Mo6P1-3250_POSCARPOSCAR
./Si4Mo2-3883_POSCAR,Mo2 Si4,-266.5800,./Si4Mo2-3883_POSCARPOSCAR
./Si6B4P2-5610_POSCAR,B4 P2 Si6,-833.6160,./Si6B4P2-5610_POSCARPOSCAR
./Si2B10-1255_POSCAR,B10 Si2,-891.3840,./Si2B10-1255_POSCARPOSCAR
./Si4B2Mo4P2-4960_POSCAR,B2 Mo4 P2 Si4,-1094.8320,./Si4B2Mo4P2-4960_POSCARPOSCAR
./B3Mo3P3-4557_POSCAR,B3 Mo3 P3,-635.2020,./B3Mo3P3-4557_POSCARPOSCAR
./Si3B3Mo8-1596_POSCAR,B3 Mo8 Si3,-1762.3200,./Si3B3Mo8-1596_POSCARPOSCAR
./B1Mo2P2-5184_POSCAR,B1 Mo2 P2,-202.3500,./B1Mo2P2-5184_POSCARPOSCAR
./B3Mo6-1250_POSCAR,B3 Mo6,-778.4190,./B3Mo6-1250_POSCARPOSCAR
./B10Mo10-1242_POSCAR,B10 Mo10,-3568.0000,./B10Mo10-1242_POSCARPOSCAR
./B5Mo8P5-4337_POSCAR,B5 Mo8 P5,-2710.0800,./B5Mo8P5-4337_POSCARPOSCAR
./Mo5P7-7296_POSCAR,Mo5 P7,-1145.2440,./Mo5P7-7296_POSCARPOSCAR
./B4Mo12P4-4502_POSCAR,B4 Mo12 P4,-3714.2000,./B4Mo12P4-4502_POSCARPOSCAR
./Si4B2P14-6531_POSCAR,B2 P14 Si4,-2148.8000,./Si4B2P14-6531_POSCARPOSCAR
./Si4B4Mo6-7269_POSCAR,B4 Mo6 Si4,-1632.2600,./Si4B4Mo6-7269_POSCARPOSCAR
./Si4Mo6-4004_POSCAR,Mo6 Si4,-877.5900,./Si4Mo6-4004_POSCARPOSCAR
./Mo2P6-1637_POSCAR,Mo2 P6,-443.8560,./Mo2P6-1637_POSCARPOSCAR
./Si2Mo1P1-6438_POSCAR,Mo1 P1 Si2,-108.9680,./Si2Mo1P1-6438_POSCARPOSCAR
./Si2B1Mo4P2-5523_POSCAR,B1 Mo4 P2 Si2,-668.0340,./Si2B1Mo4P2-5523_POSCARPOSCAR
./B2Mo6P4-5853_POSCAR,B2 Mo6 P4,-1249.6800,./B2Mo6P4-5853_POSCARPOSCAR
./B3Mo4P3-2036_POSCAR,B3 Mo4 P3,-835.0200,./B3Mo4P3-2036_POSCARPOSCAR
./B5Mo6-4061_POSCAR,B5 Mo6,-1101.3200,./B5Mo6-4061_POSCARPOSCAR
./Si5B2P4-2122_POSCAR,B2 P4 Si5,-680.2840,./Si5B2P4-2122_POSCARPOSCAR
./Si1B2Mo1-6154_POSCAR,B2 Mo1 Si1,-120.1080,./Si1B2Mo1-6154_POSCARPOSCAR
./Si3B2Mo7P3-5326_POSCAR,B2 Mo7 P3 Si3,-1885.0500,./Si3B2Mo7P3-5326_POSCARPOSCAR
./Si5B5P4-7199_POSCAR,B5 P4 Si5,-1155.0000,./Si5B5P4-7199_POSCARPOSCAR
./B1Mo2P3-5670_POSCAR,B1 Mo2 P3,-275.0040,./B1Mo2P3-5670_POSCARPOSCAR
./Si2B2Mo2-305_POSCAR,B2 Mo2 Si2,-279.8160,./Si2B2Mo2-305_POSCARPOSCAR
./B3Mo10P7-3467_POSCAR,B3 Mo10 P7,-3450.0000,./B3Mo10P7-3467_POSCARPOSCAR
./B2Mo7P3-3869_POSCAR,B2 Mo7 P3,-1319.5200,./B2Mo7P3-3869_POSCARPOSCAR
./Si4B2P2-6449_POSCAR,B2 P2 Si4,-371.0880,./Si4B2P2-6449_POSCARPOSCAR
./Si2B3Mo6P3-4411_POSCAR,B3 Mo6 P3 Si2,-1604.1200,./Si2B3Mo6P3-4411_POSCARPOSCAR
./Si4P2-258_POSCAR,P2 Si4,-190.9500,./Si4P2-258_POSCARPOSCAR
./Si5B5P6-1815_POSCAR,B5 P6 Si5,-1530.9440,./Si5B5P6-1815_POSCARPOSCAR
./Si3B4Mo3-3635_POSCAR,B4 Mo3 Si3,-762.3000,./Si3B4Mo3-3635_POSCARPOSCAR
./Si6B4P8-6326_POSCAR,B4 P8 Si6,-1814.4000,./Si6B4P8-6326_POSCARPOSCAR
./B2Mo4P2-5121_POSCAR,B2 Mo4 P2,-553.8560,./B2Mo4P2-5121_POSCARPOSCAR
./Si3Mo4P8-4637_POSCAR,Mo4 P8 Si3,-1567.2000,./Si3Mo4P8-4637_POSCARPOSCAR
./Si2Mo2P3-5404_POSCAR,Mo2 P3 Si2,-351.5750,./Si2Mo2P3-5404_POSCARPOSCAR
./Si16-119_POSCAR,Si16,-1302.9280,./Si16-119_POSCARPOSCAR
./B2Mo2P2-3496_POSCAR,B2 Mo2 P2,-282.4200,./B2Mo2P2-3496_POSCARPOSCAR
./Si3B6P3-37_POSCAR,B6 P3 Si3,-867.5640,./Si3B6P3-37_POSCARPOSCAR
./B1Mo2P1-4567_POSCAR,B1 Mo2 P1,-138.3960,./B1Mo2P1-4567_POSCARPOSCAR
./Mo1P9-5943_POSCAR,Mo1 P9,-593.5400,./Mo1P9-5943_POSCARPOSCAR
./Si3Mo2P2-6046_POSCAR,Mo2 P2 Si3,-351.8900,./Si3Mo2P2-6046_POSCARPOSCAR
./Si8P4-7125_POSCAR,P4 Si8,-754.2960,./Si8P4-7125_POSCARPOSCAR
./Si1B11-6150_POSCAR,B11 Si1,-895.1520,./Si1B11-6150_POSCARPOSCAR
./Mo2P8-6039_POSCAR,Mo2 P8,-660.1900,./Mo2P8-6039_POSCARPOSCAR
./Si6B2-4784_POSCAR,B2 Si6,-347.7360,./Si6B2-4784_POSCARPOSCAR
./Si5B4P3-4756_POSCAR,B4 P3 Si5,-818.9400,./Si5B4P3-4756_POSCARPOSCAR
./Si6-383_POSCAR,Si6,-187.2780,./Si6-383_POSCARPOSCAR
./Si5Mo3P10-5603_POSCAR,Mo3 P10 Si5,-2060.8200,./Si5Mo3P10-5603_POSCARPOSCAR
./Mo3P4-6692_POSCAR,Mo3 P4,-392.4760,./Mo3P4-6692_POSCARPOSCAR
./Si4B2P4-5753_POSCAR,B2 P4 Si4,-561.7300,./Si4B2P4-5753_POSCARPOSCAR
./Si12-163_POSCAR,Si12,-723.2760,./Si12-163_POSCARPOSCAR
./Si2B2Mo2-5773_POSCAR,B2 Mo2 Si2,-276.1920,./Si2B2Mo2-5773_POSCARPOSCAR
./Si4B2P6-1461_POSCAR,B2 P6 Si4,-798.9840,./Si4B2P6-1461_POSCARPOSCAR
./Si2P4-1024_POSCAR,P4 Si2,-193.8900,./Si2P4-1024_POSCARPOSCAR
./B6Mo8P6-5388_POSCAR,B6 Mo8 P6,-3234.4000,./B6Mo8P6-5388_POSCARPOSCAR
./Si4B4-1826_POSCAR,B4 Si4,-360.0640,./Si4B4-1826_POSCARPOSCAR
./Si7Mo5P6-6271_POSCAR,Mo5 P6 Si7,-2290.1400,./Si7Mo5P6-6271_POSCARPOSCAR
./Si4Mo3P8-1299_POSCAR,Mo3 P8 Si4,-1476.1650,./Si4Mo3P8-1299_POSCARPOSCAR
./Si2B5Mo5-4447_POSCAR,B5 Mo5 Si2,-1218.7200,./Si2B5Mo5-4447_POSCARPOSCAR
./B4Mo8-4705_POSCAR,B4 Mo8,-1382.5200,./B4Mo8-4705_POSCARPOSCAR
./Si1B7Mo4-4573_POSCAR,B7 Mo4 Si1,-1165.1640,./Si1B7Mo4-4573_POSCARPOSCAR
./B1Mo4P3-5985_POSCAR,B1 Mo4 P3,-550.0000,./B1Mo4P3-5985_POSCARPOSCAR
./B1Mo3-6431_POSCAR,B1 Mo3,-155.8960,./B1Mo3-6431_POSCARPOSCAR
./Si8Mo4-3638_POSCAR,Mo4 Si8,-1057.6440,./Si8Mo4-3638_POSCARPOSCAR
./B4Mo5P3-6513_POSCAR,B4 Mo5 P3,-1198.9200,./B4Mo5P3-6513_POSCARPOSCAR
./Si2Mo3P3-4463_POSCAR,Mo3 P3 Si2,-492.4800,./Si2Mo3P3-4463_POSCARPOSCAR
./Mo4P4-7299_POSCAR,Mo4 P4,-542.2240,./Mo4P4-7299_POSCARPOSCAR
./Si4B4P4-368_POSCAR,B4 P4 Si4,-849.5520,./Si4B4P4-368_POSCARPOSCAR
./Si3Mo2P3-2507_POSCAR,Mo2 P3 Si3,-443.3200,./Si3Mo2P3-2507_POSCARPOSCAR
./Si3B2P4-5229_POSCAR,B2 P4 Si3,-464.2110,./Si3B2P4-5229_POSCARPOSCAR
./Si4B6-2278_POSCAR,B6 Si4,-578.9700,./Si4B6-2278_POSCARPOSCAR
./Si2Mo2P2-3510_POSCAR,Mo2 P2 Si2,-270.6240,./Si2Mo2P2-3510_POSCARPOSCAR
./Si2B4Mo4-3715_POSCAR,B4 Mo4 Si2,-827.1800,./Si2B4Mo4-3715_POSCARPOSCAR
./Si3P3-1843_POSCAR,P3 Si3,-193.0080,./Si3P3-1843_POSCARPOSCAR
./Si4B2-587_POSCAR,B2 Si4,-201.8880,./Si4B2-587_POSCARPOSCAR
./Si1B3-619_POSCAR,B3 Si1,-98.3400,./Si1B3-619_POSCARPOSCAR
./Mo3P9-2030_POSCAR,Mo3 P9,-975.5640,./Mo3P9-2030_POSCARPOSCAR
./Si4B8-6264_POSCAR,B8 Si4,-852.4320,./Si4B8-6264_POSCARPOSCAR
./Si2B2Mo4-4456_POSCAR,B2 Mo4 Si2,-546.3360,./Si2B2Mo4-4456_POSCARPOSCAR
./Si1B4Mo3-3396_POSCAR,B4 Mo3 Si1,-531.9040,./Si1B4Mo3-3396_POSCARPOSCAR
./B3Mo4P3-6000_POSCAR,B3 Mo4 P3,-809.7800,./B3Mo4P3-6000_POSCARPOSCAR
./B4Mo9P3-1063_POSCAR,B4 Mo9 P3,-2297.7600,./B4Mo9P3-1063_POSCARPOSCAR
./B3Mo4P5-5994_POSCAR,B3 Mo4 P5,-1108.4760,./B3Mo4P5-5994_POSCARPOSCAR
./Si8B3-1234_POSCAR,B3 Si8,-640.1890,./Si8B3-1234_POSCARPOSCAR
./Si4B3Mo7P1-2227_POSCAR,B3 Mo7 P1 Si4,-1901.2500,./Si4B3Mo7P1-2227_POSCARPOSCAR
./Si3Mo2P3-7152_POSCAR,Mo2 P3 Si3,-438.6160,./Si3Mo2P3-7152_POSCARPOSCAR
./Si2B2Mo3P4-3589_POSCAR,B2 Mo3 P4 Si2,-871.2660,./Si2B2Mo3P4-3589_POSCARPOSCAR
