-146.557,-156.854,-156.952,-156.956,-156.956
-144.296,-146.862,-147.224,-154.512,-154.511
-152.898,-154.481,-154.535,-154.539,-154.539
-151.415,-155.352,-155.437,-155.454,-155.454
-145.976,-153.656,-153.716,-157.478,-157.478
-152.374,-154.313,-154.388,-154.396,-154.396
-151.738,-156.384,-156.435,-156.446,-156.446
-152.411,-156.005,-158.474,-158.474,-158.474
-154.689,-157.201,-157.263,-157.271,-157.271
-154.073,-156.746,-156.796,-156.802,-156.802
-156.326,-157.833,-157.905,-157.916,-157.916
-158.034,-159.004,-159.067,-159.078,-159.078
-150.738,-154.910,-154.977,-154.993,-154.993
-152.805,-155.480,-155.539,-155.553,-155.553
-151.243,-152.601,-152.706,-152.732,-152.732
-150.843,-158.118,-158.163,-158.166,-158.166
-152.452,-154.930,-155.004,-155.014,-155.014
-152.489,-156.731,-156.781,-156.795,-156.795
-153.230,-157.534,-157.598,-157.612,-157.612
-155.428,-157.474,-157.533,-157.536,-157.536
-153.544,-157.091,-157.191,-157.818,-157.818
-150.541,-155.039,-155.119,-155.129,-155.129
-148.092,-150.233,-150.280,-150.293,-150.293
-154.107,-156.075,-156.135,-156.145,-156.145
-153.308,-158.411,-158.511,-158.513,-158.513
-155.974,-157.232,-157.282,-157.284,-157.284
-146.607,-152.990,-153.072,-153.092,-153.092
-156.086,-157.316,-157.353,-157.364,-157.364
-145.196,-149.813,-150.179,-151.856,-151.856
-138.886,-144.374,-150.302,-150.361,-150.361
-148.511,-149.867,-150.055,-152.445,-152.444
-148.773,-151.392,-151.473,-152.647,-152.646
-152.635,-157.145,-157.209,-157.228,-157.228
-145.985,-147.508,-147.580,-147.612,-147.612
-149.276,-158.798,-158.840,-158.843,-158.843
-136.335,-143.451,-143.547,-143.602,-143.602
-151.975,-154.715,-154.775,-154.784,-154.784
-152.766,-153.973,-156.068,-156.110,-156.110
-154.554,-157.059,-157.119,-157.126,-157.126
-151.439,-157.001,-157.057,-157.070,-157.070
-152.890,-154.058,-154.140,-154.153,-154.153
-152.760,-154.070,-154.140,-154.153,-154.153
-153.502,-155.776,-155.819,-155.839,-155.839
-155.872,-157.154,-157.403,-158.018,-158.017
-154.416,-155.512,-157.505,-157.522,-157.522
-151.733,-157.780,-157.826,-157.833,-157.833
-149.572,-158.063,-158.166,-158.176,-158.176
-148.872,-157.060,-157.121,-157.124,-157.124
-144.438,-152.657,-152.881,-155.864,-155.864
-151.027,-156.399,-156.477,-156.486,-156.486
-154.002,-155.780,-155.829,-155.841,-155.841
-152.821,-157.860,-158.057,-158.063,-158.063
-152.001,-154.432,-154.493,-154.503,-154.503
-153.309,-157.188,-157.320,-157.325,-157.325
-152.585,-156.397,-156.452,-156.458,-156.458
-153.130,-157.303,-157.359,-157.450,-157.450
-152.932,-154.442,-155.543,-155.558,-155.558
-150.400,-152.641,-158.380,-158.381,-158.381
-156.218,-157.145,-157.209,-157.228,-157.228
-156.123,-157.420,-157.475,-157.478,-157.478
-154.396,-155.480,-155.539,-155.553,-155.553
-127.327,-156.251,-156.305,-156.315,-156.315
-148.968,-155.469,-155.514,-155.525,-155.525
-131.475,-160.208,-160.230,-160.231,-160.231
-150.010,-152.263,-152.368,-153.075,-153.074
-144.395,-146.122,-155.457,-155.463,-155.463
-120.916,-142.001,-142.068,-142.130,-142.130
-156.084,-157.612,-159.131,-159.135,-159.135
-152.826,-156.656,-157.489,-157.497,-157.497
-157.291,-158.841,-160.509,-160.510,-160.510
-148.792,-154.324,-154.784,-154.789,-154.789
-146.417,-150.946,-151.101,-151.183,-151.191
-152.184,-154.271,-154.345,-154.353,-154.353
-155.708,-156.839,-157.131,-159.086,-159.085
-154.817,-158.707,-160.691,-160.691,-160.691
-155.995,-157.416,-157.515,-158.785,-158.783
-153.005,-154.326,-154.393,-154.406,-154.406
-153.036,-155.563,-155.617,-155.630,-155.630
-154.145,-156.801,-156.879,-156.885,-156.885
-150.985,-157.558,-157.617,-157.631,-157.631
-155.997,-157.434,-157.505,-157.509,-157.509
-153.018,-157.058,-157.476,-157.605,-157.605
-148.834,-154.319,-157.986,-157.990,-157.990
-153.121,-155.034,-155.112,-156.685,-156.684
-154.324,-156.190,-156.250,-156.256,-156.256
-152.952,-155.515,-155.564,-155.569,-155.569
-145.263,-153.139,-153.201,-153.218,-153.218
-152.696,-157.945,-158.013,-158.023,-158.023
-152.212,-156.063,-156.593,-156.598,-156.598
-157.065,-158.104,-158.166,-158.176,-158.176
-151.913,-154.844,-154.936,-155.043,-155.043
-148.421,-154.202,-154.259,-154.271,-154.271
-153.063,-155.076,-157.712,-157.712,-157.712
-152.297,-153.690,-153.758,-153.768,-153.768
-154.051,-155.673,-158.002,-158.005,-158.005
-146.044,-147.650,-149.895,-149.915,-149.915
-147.456,-150.959,-151.030,-151.049,-151.049
-152.718,-158.686,-158.733,-158.738,-158.738
-149.560,-153.316,-153.388,-153.407,-153.407
-141.854,-156.164,-156.888,-157.196,-157.196
-154.444,-156.437,-157.704,-157.707,-157.707
-153.702,-154.814,-154.896,-154.907,-154.907
-154.661,-155.952,-159.433,-159.433,-159.433
-151.433,-157.964,-159.193,-159.196,-159.196
-150.814,-154.184,-154.466,-155.749,-155.748
-152.847,-154.065,-155.883,-155.893,-155.893
-153.521,-154.667,-157.923,-157.934,-157.934
-147.172,-154.304,-154.508,-155.199,-155.199
-147.045,-154.483,-154.542,-154.550,-154.550
-151.653,-156.058,-156.124,-156.143,-156.143
-152.232,-153.347,-153.433,-153.449,-153.449
-145.722,-152.645,-154.099,-154.117,-154.117
-148.323,-153.717,-154.037,-156.019,-156.018
-156.956,-158.106,-158.144,-158.148,-158.148
-156.093,-158.106,-158.144,-158.149,-158.149
-156.072,-157.452,-157.516,-157.530,-157.530
-154.921,-157.412,-157.479,-157.490,-157.490
-154.570,-158.448,-158.505,-158.509,-158.509
-151.947,-154.559,-154.629,-156.494,-156.494
-153.757,-155.367,-155.435,-155.444,-155.444
-152.554,-155.451,-155.728,-155.735,-155.735
-154.499,-160.660,-160.691,-160.691,-160.691
-152.551,-156.096,-156.151,-156.164,-156.164
-154.678,-156.054,-156.156,-156.183,-156.183
-124.269,-125.935,-145.187,-151.942,-151.941
-142.686,-145.303,-153.688,-153.701,-153.701
-143.619,-146.640,-146.753,-146.955,-146.955
-151.141,-152.624,-152.695,-152.712,-152.712
-150.979,-152.251,-152.350,-152.368,-152.368
-153.885,-155.211,-155.238,-155.238,-155.238
-153.496,-154.936,-154.980,-155.009,-155.009
-149.585,-155.789,-156.611,-156.618,-156.618
-146.774,-153.874,-156.856,-156.973,-156.972
-154.846,-156.708,-156.746,-156.756,-156.756
-154.334,-156.352,-157.626,-157.631,-157.631
-154.359,-157.757,-157.823,-157.837,-157.837
-149.456,-150.721,-155.437,-155.447,-155.447
-150.211,-151.242,-151.314,-151.326,-151.326
-149.734,-154.664,-155.276,-155.286,-155.286
-150.949,-152.400,-152.526,-152.548,-152.548
-147.355,-159.510,-159.552,-159.558,-159.558
-151.760,-152.872,-153.091,-153.107,-153.107
-152.591,-155.117,-155.168,-155.179,-155.179
-149.330,-154.466,-156.534,-156.536,-156.536
-154.586,-156.740,-156.844,-156.847,-156.847
-153.163,-156.408,-156.463,-156.475,-156.475
-152.840,-154.019,-154.074,-154.088,-154.088
-143.657,-150.192,-150.248,-150.268,-150.268
-151.885,-154.662,-154.737,-154.748,-154.748
-152.845,-156.181,-156.231,-156.233,-156.233
-140.178,-150.692,-150.820,-150.869,-150.869
-146.944,-150.841,-151.178,-151.195,-151.195
-153.278,-154.868,-156.086,-156.091,-156.091
-158.336,-159.397,-159.433,-159.433,-159.433
-140.850,-144.054,-144.195,-144.306,-144.306
-159.303,-160.476,-160.509,-160.509,-160.509
-129.714,-146.890,-147.062,-147.113,-147.113
-131.457,-143.315,-143.426,-147.540,-147.539
-127.333,-151.171,-151.311,-153.242,-153.241
-158.092,-159.159,-159.193,-159.196,-159.196
-139.142,-156.943,-156.987,-156.997,-156.997
-141.061,-149.994,-151.299,-151.356,-151.356
-149.270,-152.246,-156.619,-156.639,-156.639
-144.220,-146.332,-151.927,-151.950,-151.950
-137.329,-153.278,-153.346,-153.365,-153.365
-132.179,-133.689,-133.840,-133.943,-133.943
-150.390,-152.078,-152.181,-152.185,-152.185
-137.299,-143.520,-143.695,-143.711,-143.711
-153.957,-155.004,-155.068,-155.084,-155.084
-152.997,-156.269,-156.439,-156.450,-156.450
-155.626,-158.961,-159.013,-159.013,-159.013
-153.273,-155.129,-155.437,-155.453,-155.453
-149.206,-154.150,-154.209,-154.220,-154.220
-150.337,-154.980,-155.522,-155.528,-155.528
-150.852,-155.204,-156.874,-156.910,-156.910
-147.441,-154.464,-154.522,-154.531,-154.531
-151.757,-156.967,-157.014,-157.017,-157.017
-153.296,-156.339,-156.408,-156.413,-156.413
-153.149,-158.473,-158.546,-158.552,-158.552
-155.503,-157.923,-157.972,-157.975,-157.975
-149.079,-153.804,-153.872,-153.894,-153.894
-150.952,-153.505,-155.908,-155.925,-155.925
-148.582,-154.059,-154.126,-154.140,-154.140
-155.379,-156.560,-157.005,-157.017,-157.017
-149.094,-155.029,-155.089,-155.096,-155.096
-152.815,-157.399,-157.459,-157.465,-157.465
-152.371,-154.875,-154.941,-154.965,-154.965
-150.921,-159.938,-159.978,-159.990,-159.990
-154.087,-155.117,-155.168,-155.179,-155.179
-158.092,-159.159,-159.193,-159.196,-159.196
-153.324,-154.686,-154.737,-154.748,-154.748
-129.552,-132.399,-133.291,-133.336,-133.336
-147.037,-151.317,-151.404,-151.419,-151.419
-143.717,-144.914,-144.978,-151.148,-151.148
-153.447,-154.820,-155.041,-156.340,-156.339
-143.625,-152.659,-152.757,-152.941,-152.941
-154.397,-156.275,-157.909,-157.916,-157.916
-143.452,-146.021,-154.951,-155.257,-155.256
-147.632,-154.112,-154.172,-154.174,-154.174
-149.084,-152.668,-152.737,-152.753,-152.753
-152.919,-154.746,-158.931,-158.939,-158.938
-151.316,-154.003,-154.953,-154.964,-154.964
-155.159,-157.271,-157.311,-157.317,-157.317
-155.841,-156.970,-157.016,-157.021,-157.021
-151.576,-158.185,-158.216,-158.218,-158.218
-154.228,-158.456,-158.504,-158.506,-158.506
-150.283,-155.583,-155.633,-155.634,-155.634
-149.753,-157.125,-157.200,-157.207,-157.207
-153.310,-158.653,-158.697,-158.700,-158.700
-152.047,-155.827,-155.880,-155.887,-155.887
-153.497,-154.594,-154.660,-154.680,-154.680
-151.112,-156.140,-156.175,-156.184,-156.184
-154.965,-156.171,-156.621,-156.634,-156.634
-153.567,-156.561,-156.730,-156.739,-156.739
-148.341,-153.670,-154.979,-154.994,-154.994
-151.910,-153.484,-153.543,-153.562,-153.562
-151.749,-153.484,-153.543,-153.562,-153.562
-154.804,-157.836,-157.875,-157.877,-157.877
-153.502,-156.890,-156.951,-156.959,-156.959
-144.166,-156.369,-156.761,-156.769,-156.769
-156.589,-157.859,-157.914,-157.916,-157.916
-154.609,-155.858,-155.915,-155.925,-155.925
-154.151,-157.237,-157.774,-157.775,-157.775
-154.299,-155.580,-156.035,-156.046,-156.046
-149.093,-151.549,-156.771,-156.791,-156.791
-146.798,-151.152,-151.273,-151.296,-151.296
-144.169,-153.756,-153.829,-153.847,-153.847
-145.934,-148.076,-148.192,-156.902,-156.902
-141.958,-143.501,-143.695,-143.710,-143.712
-150.011,-156.286,-156.350,-156.358,-156.358
-154.342,-155.559,-155.620,-155.627,-155.627
-153.457,-155.383,-157.674,-157.677,-157.677
-152.109,-157.353,-157.416,-157.418,-157.418
-152.551,-155.731,-155.782,-155.785,-155.785
-153.911,-156.407,-156.462,-156.468,-156.468
-152.529,-156.096,-156.145,-156.563,-156.565
-152.772,-155.753,-155.826,-155.968,-155.968
-153.765,-155.015,-155.088,-155.518,-155.518
-153.653,-155.857,-155.919,-155.927,-155.927
-156.246,-157.228,-157.286,-157.293,-157.293
-154.805,-157.297,-157.398,-157.403,-157.403
-150.500,-156.526,-156.623,-156.624,-156.624
-150.209,-156.995,-157.097,-157.103,-157.103
-151.152,-155.677,-155.773,-155.784,-155.784
-153.872,-155.136,-155.188,-155.195,-155.195
-149.968,-153.608,-153.667,-153.673,-153.673
-153.114,-156.021,-156.078,-156.081,-156.081
-154.156,-156.682,-157.057,-157.063,-157.063
-153.607,-155.606,-155.761,-157.477,-157.477
-157.842,-158.888,-158.931,-158.938,-158.938
-157.400,-158.653,-158.697,-158.700,-158.700
-145.136,-146.430,-147.067,-147.111,-147.111
-148.070,-155.727,-157.682,-157.697,-157.697
-147.713,-148.817,-148.986,-149.233,-149.274
-141.975,-154.245,-154.728,-154.742,-154.742
-129.070,-133.881,-133.987,-138.474,-138.472
-154.963,-156.135,-156.178,-156.186,-156.186
-148.943,-150.409,-150.499,-156.320,-156.316
-151.831,-154.467,-154.541,-154.545,-154.545
-149.246,-153.471,-153.537,-153.547,-153.547
-153.058,-154.717,-156.235,-156.244,-156.244
-155.972,-157.733,-157.781,-157.791,-157.791
-154.973,-156.202,-156.260,-156.266,-156.266
-153.778,-155.774,-155.829,-155.839,-155.839
-148.178,-156.920,-156.988,-156.990,-156.990
-154.383,-157.788,-157.827,-157.833,-157.833
-156.034,-157.359,-157.439,-159.045,-159.045
-151.610,-153.808,-154.508,-154.520,-154.520
-152.197,-153.393,-153.662,-153.665,-153.665
-152.289,-155.131,-156.480,-157.324,-157.323
-155.861,-157.678,-157.758,-157.762,-157.762
-154.043,-155.461,-156.096,-156.104,-156.104
-149.967,-156.662,-156.715,-156.822,-156.822
-153.148,-155.639,-155.706,-155.712,-155.712
-148.992,-156.805,-156.913,-156.921,-156.921
-152.970,-155.720,-155.776,-155.782,-155.782
-146.534,-157.629,-157.692,-157.708,-157.708
-151.555,-152.764,-155.226,-155.238,-155.238
-155.022,-156.404,-156.977,-156.979,-156.979
-156.160,-157.483,-157.534,-157.550,-157.550
-156.290,-157.761,-157.901,-157.903,-157.903
-151.922,-153.884,-155.893,-155.917,-155.917
-156.246,-157.228,-157.286,-157.293,-157.293
-143.192,-144.563,-154.313,-154.330,-154.330
-140.544,-141.361,-144.036,-144.091,-144.091
-108.457,-109.321,-109.710,-149.828,-149.822
-144.929,-146.344,-158.593,-158.603,-158.603
-148.786,-152.165,-152.278,-152.299,-152.299
-110.660,-111.882,-111.998,-112.119,-112.119
-142.122,-143.628,-143.695,-143.711,-143.711
-152.638,-154.708,-156.864,-156.871,-156.871
-153.698,-157.706,-157.885,-157.898,-157.898
-155.655,-157.966,-158.027,-158.030,-158.030
-152.614,-156.408,-156.479,-156.497,-156.497
-152.513,-155.981,-156.049,-156.052,-156.052
-149.901,-155.585,-156.396,-156.403,-156.403
-151.096,-154.654,-154.754,-154.885,-154.884
-157.419,-159.345,-159.387,-159.391,-159.391
-154.876,-156.280,-158.792,-158.795,-158.795
-152.225,-153.777,-153.859,-153.869,-153.869
-149.338,-150.828,-155.628,-155.650,-155.650
-148.588,-151.883,-151.948,-151.976,-151.976
-150.179,-151.215,-151.275,-151.302,-151.302
-148.783,-151.434,-155.958,-155.969,-155.969
-152.423,-159.157,-159.218,-159.221,-159.221
-149.188,-156.938,-157.023,-157.025,-157.025
-151.030,-153.640,-156.898,-156.910,-156.910
-151.080,-157.676,-157.732,-157.737,-157.737
-152.203,-156.878,-157.079,-157.151,-157.151
-149.644,-152.167,-152.432,-152.988,-152.988
-155.125,-157.967,-160.021,-160.023,-160.023
-141.403,-143.980,-144.088,-144.117,-144.117
-144.715,-146.401,-146.493,-146.539,-146.539
-145.842,-148.547,-148.646,-148.904,-148.904
-141.954,-149.271,-149.350,-149.392,-149.392
-143.982,-150.270,-150.851,-151.065,-151.064
-149.511,-150.595,-150.680,-150.711,-150.711
-137.199,-149.885,-151.631,-151.655,-151.655
-141.576,-143.934,-152.497,-152.670,-152.687
-144.881,-151.470,-152.810,-152.830,-152.830
-80.490,-135.768,-148.408,-148.884,-148.884
-148.678,-150.677,-157.000,-157.007,-157.007
-135.726,-148.494,-149.674,-151.100,-151.100
-128.574,-130.043,-130.244,-130.322,-130.322
-155.509,-156.871,-156.939,-156.941,-156.941
-156.533,-158.244,-158.656,-158.664,-158.664
-153.722,-155.391,-155.459,-155.470,-155.470
-153.571,-156.574,-156.631,-156.648,-156.648
-149.593,-151.260,-154.131,-154.154,-154.154
-153.400,-155.198,-155.321,-155.337,-155.337
-152.001,-158.055,-158.195,-158.196,-158.196
-150.043,-153.686,-153.736,-153.744,-153.744
-152.912,-154.543,-156.561,-156.943,-156.942
-146.892,-148.546,-148.615,-148.653,-148.653
-152.048,-156.090,-156.226,-156.349,-156.349
-150.015,-155.383,-155.442,-155.460,-155.460
-148.891,-154.828,-154.880,-154.892,-154.892
-156.217,-158.059,-158.284,-158.288,-158.288
-154.327,-156.479,-156.536,-159.182,-159.180
-154.001,-155.539,-155.608,-155.620,-155.620
-154.201,-155.538,-155.608,-155.620,-155.620
-151.796,-153.100,-153.236,-153.487,-153.487
-155.031,-158.541,-158.582,-158.584,-158.584
-153.580,-156.262,-156.316,-156.323,-156.323
-154.071,-156.661,-156.711,-156.717,-156.717
-141.804,-148.381,-148.448,-148.485,-148.485
-128.119,-145.321,-154.226,-154.252,-154.252
-152.918,-154.193,-154.276,-155.288,-155.287
-148.629,-155.336,-157.770,-158.370,-158.370
-141.316,-142.454,-148.027,-156.533,-156.532
-133.995,-148.917,-148.996,-149.029,-149.029
-151.690,-154.087,-154.143,-154.156,-154.156
-147.086,-155.377,-158.272,-158.278,-158.278
-150.201,-153.341,-154.493,-155.866,-155.866
-152.111,-156.524,-156.591,-156.600,-156.600
-151.849,-153.400,-155.869,-155.899,-155.899
-150.187,-155.209,-155.530,-155.621,-155.621
-151.270,-155.994,-158.664,-158.666,-158.666
-152.453,-154.263,-154.326,-154.336,-154.336
-153.548,-157.120,-157.196,-157.199,-157.199
-153.337,-154.493,-154.567,-154.573,-154.573
-149.027,-154.013,-154.066,-154.087,-154.087
-153.743,-154.866,-154.932,-154.944,-154.944
-156.333,-157.759,-157.987,-157.992,-157.992
-154.444,-156.309,-156.371,-156.379,-156.379
-152.789,-156.008,-156.054,-156.059,-156.059
-148.435,-157.144,-157.224,-157.228,-157.228
-154.295,-155.562,-156.066,-156.069,-156.069
-154.738,-157.498,-157.550,-157.555,-157.555
-152.357,-157.483,-157.839,-158.004,-158.004
-153.601,-155.708,-155.968,-155.977,-155.977
-153.233,-154.643,-154.859,-156.466,-156.465
-151.335,-156.648,-156.790,-156.795,-156.795
-155.621,-157.321,-157.377,-157.380,-157.380
-152.753,-157.356,-158.911,-159.151,-159.151
-155.394,-156.451,-156.517,-156.532,-156.532
-152.644,-153.804,-153.873,-153.888,-153.888
-148.159,-156.767,-156.888,-156.891,-156.891
-141.500,-156.626,-156.740,-156.756,-156.756
-97.399,-123.029,-123.097,-123.132,-123.131
-146.530,-149.060,-149.755,-149.761,-149.761
-146.176,-152.893,-152.963,-154.330,-154.330
-147.287,-149.089,-149.215,-156.242,-156.243
-147.139,-148.048,-148.114,-148.135,-148.136
-143.820,-145.006,-145.147,-155.082,-155.080
-149.377,-155.001,-155.441,-155.454,-155.454
-147.536,-151.636,-151.721,-151.758,-151.758
-149.939,-153.878,-153.947,-153.962,-153.962
-153.451,-154.760,-154.814,-157.327,-157.326
-155.660,-157.313,-157.370,-157.372,-157.372
-152.370,-157.992,-158.189,-158.196,-158.196
-157.421,-160.471,-160.535,-160.544,-160.544
-154.562,-157.236,-157.338,-157.343,-157.343
-151.833,-155.262,-155.327,-155.331,-155.331
-153.337,-156.750,-156.798,-156.811,-156.811
-156.009,-158.997,-159.064,-159.066,-159.066
-154.334,-156.829,-158.752,-158.753,-158.753
-154.713,-156.271,-157.742,-157.745,-157.745
-152.951,-154.751,-155.120,-155.535,-155.540
-152.575,-154.251,-157.436,-157.443,-157.443
-155.725,-158.782,-158.833,-158.836,-158.836
-151.804,-155.819,-156.075,-156.082,-156.082
-154.703,-156.108,-156.160,-156.165,-156.165
-152.336,-154.340,-154.551,-155.106,-155.106
-158.552,-160.798,-160.837,-160.844,-160.844
-155.184,-156.736,-156.830,-156.842,-156.842
-155.001,-156.023,-156.072,-156.084,-156.084
-153.744,-155.567,-155.616,-155.624,-155.623
-142.742,-154.917,-154.995,-155.003,-155.003
-142.600,-147.951,-148.048,-151.743,-151.740
-156.623,-157.929,-157.987,-157.992,-157.992
-137.403,-138.506,-138.577,-138.649,-138.667
-144.613,-152.143,-152.227,-152.257,-152.257
-156.723,-157.935,-157.992,-158.004,-158.004
-147.655,-155.936,-156.120,-156.135,-156.135
-144.439,-145.617,-145.722,-145.728,-145.727
-142.483,-151.062,-151.128,-151.152,-151.152
-150.197,-155.491,-155.546,-155.554,-155.554
-145.367,-154.440,-154.539,-154.551,-154.551
-155.897,-157.118,-157.151,-157.155,-157.155
-155.126,-158.615,-158.666,-158.671,-158.671
-145.648,-147.271,-157.157,-157.158,-157.158
-155.062,-156.863,-156.957,-156.989,-156.989
-149.812,-157.959,-158.010,-158.017,-158.017
-153.141,-154.979,-157.726,-157.728,-157.728
-155.053,-156.926,-157.044,-157.061,-157.061
-151.423,-153.962,-154.213,-154.250,-154.250
-155.348,-156.871,-156.924,-156.932,-156.932
-152.046,-154.223,-154.295,-154.305,-154.305
-154.511,-156.733,-158.506,-158.510,-158.510
-153.736,-156.683,-156.739,-156.754,-156.754
-146.093,-148.245,-148.329,-148.341,-148.341
-151.947,-153.449,-153.509,-153.525,-153.525
-151.660,-155.492,-155.537,-155.549,-155.549
-151.712,-154.113,-154.217,-154.249,-154.249
-151.926,-157.944,-158.299,-158.367,-158.367
-152.587,-153.737,-153.809,-153.824,-153.824
-152.709,-156.558,-156.617,-156.633,-156.633
-152.795,-158.476,-158.531,-158.534,-158.534
-152.176,-155.602,-155.655,-155.658,-155.658
-152.337,-153.470,-153.538,-153.555,-153.555
-152.215,-154.492,-160.902,-160.910,-160.910
-140.330,-153.892,-153.966,-153.985,-153.985
-156.002,-157.283,-157.338,-157.343,-157.343
-158.049,-159.042,-159.108,-159.112,-159.112
-156.495,-157.692,-157.742,-157.745,-157.745
-143.404,-155.585,-155.692,-155.698,-155.698
-156.623,-157.929,-157.987,-157.992,-157.992
-156.347,-157.386,-157.436,-157.443,-157.443
-130.258,-142.203,-153.183,-153.214,-153.214
-148.438,-151.171,-151.191,-151.197,-151.197
-141.487,-148.427,-148.548,-148.613,-148.613
-150.449,-158.442,-158.494,-158.508,-158.508
-154.289,-156.776,-156.816,-156.821,-156.821
-141.711,-148.458,-148.567,-148.696,-152.847
-124.704,-159.990,-160.046,-160.050,-160.050
-149.454,-150.891,-152.165,-152.181,-152.181
-154.035,-155.389,-156.336,-156.344,-156.344
-148.588,-155.114,-156.232,-156.243,-156.243
-150.999,-152.832,-153.909,-155.631,-155.631
-153.908,-155.438,-155.526,-155.532,-155.532
-152.908,-154.210,-154.714,-154.722,-154.722
-151.173,-158.397,-159.232,-159.236,-159.236
-154.422,-155.567,-155.607,-155.613,-155.613
-152.056,-156.964,-157.021,-158.720,-158.720
-151.477,-153.617,-153.674,-153.685,-153.685
-154.088,-158.730,-158.779,-158.785,-158.785
-153.261,-158.730,-158.779,-158.785,-158.785
-155.463,-157.716,-157.874,-157.934,-157.934
-151.537,-157.380,-157.439,-157.442,-157.442
-147.997,-149.267,-149.366,-149.382,-149.382
-146.057,-155.271,-155.369,-155.730,-155.730
-146.182,-154.684,-155.086,-155.098,-155.098
-151.260,-154.438,-155.950,-156.379,-156.379
-153.932,-155.667,-157.773,-157.778,-157.778
-152.781,-155.911,-156.149,-156.161,-156.161
-149.741,-152.593,-152.670,-152.686,-152.686
-148.585,-151.935,-151.995,-152.007,-152.007
-156.794,-157.959,-158.010,-158.017,-158.018
-156.623,-157.929,-157.987,-157.992,-157.992
-147.040,-154.236,-154.306,-154.317,-154.317
-141.797,-143.471,-143.595,-149.542,-149.539
-141.269,-150.201,-150.279,-150.302,-150.302
-150.692,-155.083,-155.196,-155.206,-155.206
-140.682,-141.618,-141.697,-141.751,-141.751
-150.237,-155.466,-155.631,-155.638,-155.638
-151.441,-152.910,-153.036,-153.093,-153.093
-138.383,-155.606,-155.687,-155.698,-155.698
-147.868,-150.264,-150.338,-150.368,-150.368
-155.695,-157.401,-157.512,-158.452,-158.451
-154.046,-155.612,-156.958,-156.981,-156.981
-153.987,-155.428,-156.069,-156.080,-156.080
-153.909,-158.234,-158.296,-158.302,-158.302
-155.945,-158.016,-158.441,-158.442,-158.442
-151.432,-156.098,-156.258,-156.495,-156.495
-155.474,-158.177,-158.398,-158.398,-158.399
-153.765,-156.673,-157.203,-157.317,-157.316
-152.085,-154.871,-154.953,-154.958,-154.958
