File,Energy
Si5Mo3P10-5603_POSCAR, -114.49
Mo3P4-6692_POSCAR, -56.068
Si4B2P4-5753_POSCAR, -56.173
Si12-163_POSCAR, -60.273
Si2B2Mo2-5773_POSCAR, -46.032
Si4B2P6-1461_POSCAR, -66.582
Si2P4-1024_POSCAR, -32.315
B6Mo8P6-5388_POSCAR, -161.72
Si4B4-1826_POSCAR, -45.008
Si7Mo5P6-6271_POSCAR, -127.23
Si4Mo3P8-1299_POSCAR, -98.411
Si2B5Mo5-4447_POSCAR, -101.56
B4Mo8-4705_POSCAR, -115.21
Si1B7Mo4-4573_POSCAR, -97.097
B1Mo4P3-5985_POSCAR,  -68.75
B1Mo3-6431_POSCAR, -38.974
Si8Mo4-3638_POSCAR, -88.137
B4Mo5P3-6513_POSCAR,  -99.91
Si2Mo3P3-4463_POSCAR,  -61.56
Mo4P4-7299_POSCAR, -67.778
Si4B4P4-368_POSCAR, -70.796
Si3Mo2P3-2507_POSCAR, -55.415
Si3B2P4-5229_POSCAR, -51.579
Si4B6-2278_POSCAR, -57.897
Si2Mo2P2-3510_POSCAR, -45.104
Si2B4Mo4-3715_POSCAR, -82.718
Si3P3-1843_POSCAR, -32.168
Si4B2-587_POSCAR, -33.648
Si1B3-619_POSCAR, -24.585
Mo3P9-2030_POSCAR, -81.297
Si4B8-6264_POSCAR, -71.036
Si2B2Mo4-4456_POSCAR, -68.292
Si1B4Mo3-3396_POSCAR, -66.488
B3Mo4P3-6000_POSCAR, -80.978
B4Mo9P3-1063_POSCAR, -143.61
B3Mo4P5-5994_POSCAR, -92.373
Si8B3-1234_POSCAR, -58.199
Si4B3Mo7P1-2227_POSCAR, -126.75
Si3Mo2P3-7152_POSCAR, -54.827
Si2B2Mo3P4-3589_POSCAR, -79.206
Mo4P6-4065_POSCAR, -78.296
Si2Mo2P8-5914_POSCAR, -74.153
B2Mo2-2967_POSCAR, -35.781
Si1Mo1P1-3223_POSCAR, -21.855
Si2B2Mo4P2-1528_POSCAR,   -80.9
Si2B1Mo3P3-5958_POSCAR, -67.883
Si1B2Mo2P1-3568_POSCAR, -47.141
B2Mo2P3-1246_POSCAR, -51.692
Si4B1-1664_POSCAR,  -26.38
Si3Mo2P3-2186_POSCAR, -54.895
Si2B3P7-6965_POSCAR, -67.567
Si3B5Mo4-4904_POSCAR,  -95.66
Mo4P4-2869_POSCAR, -68.469
Si2Mo2P4-5039_POSCAR, -55.019
B2Mo4P2-3243_POSCAR, -68.965
Si1B2P3-4767_POSCAR, -35.144
Si1B2-23_POSCAR, -17.673
Si7Mo5-4195_POSCAR, -95.437
Si6P4-6386_POSCAR, -52.848
Si6B4P5-6498_POSCAR, -86.415
Si2B1Mo4P1-2533_POSCAR, -68.398
Si6Mo2P4-3120_POSCAR, -75.479
Si2B2P2-42_POSCAR, -34.989
Mo3P9-6176_POSCAR, -82.368
Si5Mo1P4-3928_POSCAR, -58.784
Mo8P6-3171_POSCAR, -124.55
B2Mo4P4-5061_POSCAR, -80.602
B4Mo7-3231_POSCAR, -102.29
Si3B1P2-3278_POSCAR, -33.473
Si3B3P3-4836_POSCAR, -51.957
Si5B5-1726_POSCAR, -55.939
Si4P9-4153_POSCAR, -69.508
Si1B3Mo8P4-5174_POSCAR, -137.91
Si2Mo3P6-2282_POSCAR, -77.036
B3Mo4P1-5069_POSCAR, -71.565
Mo3P3-597_POSCAR, -50.664
Si2B1Mo1P2-1482_POSCAR, -39.489
Si2B1Mo2P2-4164_POSCAR, -50.324
Si3B5-4239_POSCAR, -46.896
B1Mo2P3-1729_POSCAR, -46.154
Si5B5Mo6-909_POSCAR, -128.57
B3Mo5P4-1506_POSCAR, -98.934
B4Mo6P3-5563_POSCAR, -110.65
Mo2P10-3083_POSCAR, -75.137
Si5Mo1P5-4586_POSCAR, -64.558
Si5Mo6-1155_POSCAR, -94.662
Si5B3-5161_POSCAR, -45.181
Si2Mo3P9-3261_POSCAR, -92.098
Si1B1Mo6-3950_POSCAR, -77.439
Si4B2-1195_POSCAR,  -32.76
Si8B2-6589_POSCAR, -53.752
Si3B1P5-3609_POSCAR, -49.116
Si2B4P4-4316_POSCAR, -59.493
Si1B6Mo8P5-2820_POSCAR, -161.78
Si4B3P9-1478_POSCAR, -89.035
Si2B4-100_POSCAR, -35.771
Mo2P10-4818_POSCAR, -75.604
Si3B2P3-6068_POSCAR, -46.473
B3Mo8P1-908_POSCAR, -113.65
Si3B2P4-2085_POSCAR, -49.794
Si4B3Mo5-6143_POSCAR, -97.713
B4Mo5P1-5607_POSCAR, -90.069
Si6Mo4-7297_POSCAR, -77.623
Si4B8-2382_POSCAR, -70.632
Si2B2Mo3P5-4631_POSCAR, -84.863
Si4B2Mo5P1-6723_POSCAR,  -97.28
Si2Mo2P16-7089_POSCAR, -118.09
Si2Mo1P2-1377_POSCAR, -32.303
Si6Mo6-4077_POSCAR, -99.395
B5Mo6P3-6263_POSCAR, -118.49
Si6P6-5255_POSCAR, -63.931
B4Mo5-2170_POSCAR, -81.907
Si2B2-4074_POSCAR, -22.531
Si2B2Mo1-1799_POSCAR, -35.191
Si6B3P3-1367_POSCAR, -68.102
B4Mo9P3-2753_POSCAR, -143.15
Si9Mo6P3-1728_POSCAR, -131.64
Si4B2P4-2052_POSCAR, -56.616
Si6B6-5957_POSCAR, -67.721
Si11B2P5-6071_POSCAR, -98.488
Si5B3P4-4615_POSCAR, -69.457
B3Mo4P1-5471_POSCAR, -70.775
Si6Mo6-5147_POSCAR, -100.03
Si8B4-267_POSCAR, -67.297
Si3P3-717_POSCAR, -30.988
B2Mo6P1-1624_POSCAR, -86.529
Si4B2Mo6P4-3775_POSCAR, -124.44
Si6B3-2189_POSCAR, -50.471
Si1P2-148_POSCAR, -16.118
Si4B6Mo10-6534_POSCAR, -174.62
Si4B2P4-2303_POSCAR,   -56.3
Si2Mo3P3-1352_POSCAR, -61.932
Si2B1Mo6P7-7233_POSCAR, -124.07
Mo4P4-2963_POSCAR, -67.426
Si3B2Mo3P4-1396_POSCAR, -84.229
Si4P2-5849_POSCAR, -31.464
B3P9-188_POSCAR, -68.011
Si5P15-5154_POSCAR,  -104.7
Si1B3Mo4P2-3762_POSCAR, -82.065
Si2Mo2P6-4560_POSCAR, -64.986
Si5Mo4P11-2544_POSCAR, -129.37
Si5Mo2P5-3577_POSCAR, -76.131
Si6Mo4P5-1481_POSCAR, -103.56
Si4B2-598_POSCAR, -33.288
Mo5P7-948_POSCAR, -94.414
Si7B2P9-5933_POSCAR,  -97.26
Si1B5Mo4-4445_POSCAR, -84.575
Si8Mo16-577_POSCAR, -219.78
Si4B2P5-4782_POSCAR, -61.837
Si4B4P4-5_POSCAR, -69.307
Si2P4-453_POSCAR, -30.835
B1P3-547_POSCAR, -22.664
Si1B2Mo4P3-3308_POSCAR, -80.894
Si2B2Mo2-2911_POSCAR, -46.869
B10Mo10-2934_POSCAR, -179.83
Si4Mo2P2-3522_POSCAR, -54.558
Si4Mo2P6-6526_POSCAR, -77.299
B7Mo10P3-4530_POSCAR, -178.05
Si5B3P4-3296_POSCAR, -69.075
Si3B5Mo6-6904_POSCAR, -117.48
Si4P2-532_POSCAR, -31.213
Mo4P8-4815_POSCAR, -89.504
Si4Mo1P5-5838_POSCAR,  -59.89
Si2B6-6842_POSCAR, -48.393
Si2B8-7117_POSCAR, -60.146
Si2Mo2P6-3086_POSCAR, -65.727
Si8Mo6-4293_POSCAR, -112.51
B4Mo4P4-835_POSCAR,  -94.21
Si7Mo4-1858_POSCAR, -83.074
Si5B2Mo3-2829_POSCAR,  -73.83
Mo3P4-6191_POSCAR, -56.717
Mo2P8-4343_POSCAR, -65.743
Si6B1P13-1021_POSCAR, -105.35
Si1B3Mo5P7-4851_POSCAR, -120.58
Si3Mo1P2-5902_POSCAR, -37.228
B2Mo4P4-6666_POSCAR, -79.941
Si2Mo4P2-4710_POSCAR, -67.509
B4Mo4P2-5977_POSCAR, -82.889
B6Mo12-6676_POSCAR, -173.01
Si1Mo1P2-3648_POSCAR, -27.532
Si3P3-1043_POSCAR, -31.466
Si2B1P1-3447_POSCAR, -22.724
Si4B6Mo8-1656_POSCAR, -154.38
Si5Mo1P6-5964_POSCAR, -69.717
Si2B6Mo4-5927_POSCAR, -94.834
B2Mo8P2-1339_POSCAR, -113.06
Si2Mo10P4-6080_POSCAR,  -145.4
Si4P3-6096_POSCAR, -36.841
Si2P2-505_POSCAR, -21.172
Si7Mo4-5085_POSCAR, -84.349
Si2B5Mo4-5822_POSCAR, -88.149
Si2B4Mo2-6707_POSCAR, -58.919
Si3B1P2-4157_POSCAR, -32.914
B2Mo3P3-2132_POSCAR, -63.707
Si8Mo4-5159_POSCAR, -87.774
Si3Mo4P5-3905_POSCAR, -90.799
Si2B5Mo8-3197_POSCAR, -132.65
Si2Mo2P6-6648_POSCAR, -65.514
B6Mo4-571_POSCAR, -85.124
Si5Mo1-649_POSCAR,  -36.17
Si2Mo2P4-3660_POSCAR, -54.507
Si1Mo1P2-5265_POSCAR, -27.615
Si1B2Mo5P2-4714_POSCAR, -86.736
Si2B4-1016_POSCAR, -34.654
B7Mo3-2928_POSCAR, -80.123
Si2B4Mo9-5056_POSCAR, -137.07
Si2P2-416_POSCAR, -21.438
Si7Mo5P4-3082_POSCAR, -114.79
B7Mo5-5511_POSCAR, -102.49
Si4B6Mo10-7062_POSCAR, -173.02
Si6B5Mo9-4683_POSCAR, -164.75
Mo3P16-6399_POSCAR, -117.62
Si4B2P4-3239_POSCAR, -56.129
Si3Mo3P2-4296_POSCAR, -61.006
Si4B2P4-1677_POSCAR,  -55.71
Si3Mo2P3-3105_POSCAR, -55.061
Si7P4-3248_POSCAR, -56.731
Mo6P2-272_POSCAR, -74.787
Si9Mo11-1692_POSCAR, -171.23
Si6P4-2441_POSCAR, -53.063
Si6B3-1700_POSCAR, -48.616
B3Mo4P2-7085_POSCAR, -76.547
Si3Mo2P5-3707_POSCAR, -65.621
B6Mo6-3091_POSCAR, -108.85
Si7B1-6239_POSCAR, -43.925
Si2B2-1392_POSCAR, -22.507
Si3P13-5976_POSCAR, -85.133
Si3B5-2281_POSCAR, -46.285
Si2P4-6695_POSCAR, -31.242
Si2B4Mo4-3840_POSCAR, -83.814
Si9Mo4P7-4562_POSCAR, -129.61
B4Mo8P2-4177_POSCAR, -127.64
Si2Mo3P10-2871_POSCAR,   -97.7
B3Mo8P3-6999_POSCAR, -125.63
Mo3P7-5665_POSCAR, -71.492
Si12-512_POSCAR, -60.273
B1P3-187_POSCAR, -22.466
Si6Mo4-1842_POSCAR, -77.898
Si2Mo2P6-5501_POSCAR,   -65.1
Mo2P10-7019_POSCAR,  -77.71
Si3Mo4P13-7143_POSCAR, -131.39
Si9B2-2356_POSCAR, -58.711
Si4Mo2P6-1555_POSCAR, -75.326
B3P9-537_POSCAR, -68.011
Si2Mo1P8-5811_POSCAR, -66.101
Si3B6Mo6-4799_POSCAR, -123.77
Si4Mo6P8-410_POSCAR, -134.35
Si4B3P4-6397_POSCAR, -62.045
Si2Mo3P3-5104_POSCAR, -61.553
Si6P6-34_POSCAR, -62.759
Si3B2Mo4P3-5269_POSCAR, -90.615
Si5P7-2358_POSCAR, -63.478
Mo2P4-5944_POSCAR, -44.805
Si12P12-574_POSCAR, -133.26
Si2Mo3P5-1956_POSCAR, -72.906
Si5B3P10-2353_POSCAR, -99.294
Mo3P5-6626_POSCAR, -61.572
B2Mo6P3-5127_POSCAR, -97.555
B1Mo9P4-5721_POSCAR, -129.55
Si2B2Mo4P3-783_POSCAR,  -87.35
B8-454_POSCAR, -51.883
B3Mo14-3695_POSCAR, -170.22
Si2B2P8-6767_POSCAR, -65.309
Si7B3-3077_POSCAR, -54.018
B1P3-473_POSCAR, -22.384
Si4Mo4P4-1996_POSCAR, -90.476
B2Mo2P2-2683_POSCAR, -48.024
Si4B4P3-4858_POSCAR, -63.334
B2Mo13-6959_POSCAR, -152.86
Mo12P7-1988_POSCAR, -172.14
B4Mo12P4-6114_POSCAR, -182.96
Si2Mo6-250_POSCAR, -78.418
Si8P4-254_POSCAR, -63.831
Si4B2P5-2425_POSCAR, -62.747
Si3Mo2P5-5183_POSCAR, -65.587
Si6B4-1295_POSCAR, -54.958
Si2Mo4P2-1228_POSCAR,  -67.77
Si3B1P2-3957_POSCAR, -32.666
Mo7P4-1931_POSCAR, -99.928
B3Mo10P2-5312_POSCAR,  -141.5
Si4Mo3P4-6140_POSCAR, -77.287
Si4B8-4156_POSCAR, -69.756
Si2B3Mo6-6630_POSCAR, -98.613
Si4B1Mo2-7210_POSCAR, -49.981
Si2Mo2P2-7176_POSCAR, -44.756
B2Mo2P2-5274_POSCAR, -46.242
Si4B4P4-309_POSCAR, -70.406
Si4B2P6-5892_POSCAR, -66.212
Si5B2-5413_POSCAR, -37.686
B1P3-3849_POSCAR, -21.572
Si4B2P5-7023_POSCAR, -61.774
Si5B4P9-1357_POSCAR, -101.89
Si2B10Mo7-7053_POSCAR, -155.32
Si2B2Mo4-6879_POSCAR, -70.132
Si8B6Mo6-3225_POSCAR, -148.45
Si1B1P3-855_POSCAR,  -27.06
Si1Mo2P3-5903_POSCAR, -45.207
B2Mo6P2-5363_POSCAR, -92.228
Si5B2P3-6655_POSCAR, -56.299
Si4B2Mo4-2248_POSCAR, -79.151
Si5B4P6-2556_POSCAR, -87.025
B4Mo4P1-2709_POSCAR, -78.024
Si4P3-1112_POSCAR, -37.374
Si2B2P5-3283_POSCAR, -51.242
B2Mo6P2-1194_POSCAR, -91.384
B1Mo2P4-5401_POSCAR, -51.901
Si4Mo2P6-4912_POSCAR, -76.859
Si3Mo4P8-3270_POSCAR, -104.18
Si2Mo4P12-6463_POSCAR, -118.37
Si6P2-2706_POSCAR, -43.393
Mo4P10-3349_POSCAR, -99.148
Si7P4-5196_POSCAR,  -57.81
Si1B4Mo3-6304_POSCAR, -66.424
Si3Mo2P3-3357_POSCAR, -55.695
Si6B4P8-3842_POSCAR, -100.74
Si3Mo3P2-4792_POSCAR, -61.412
Si13Mo7-2516_POSCAR, -150.03
Si3B4Mo5-3195_POSCAR, -100.42
Mo3P7-3046_POSCAR, -72.951
Si2B2P2-2494_POSCAR, -35.372
B2Mo12P2-5298_POSCAR, -156.13
Mo1P3-1235_POSCAR, -26.948
Mo3P1-446_POSCAR, -37.797
B6Mo6-2254_POSCAR, -106.81
Si7Mo4P9-2846_POSCAR, -129.41
Si2B4Mo4P2-2120_POSCAR,  -93.93
Si2Mo1P1-3512_POSCAR, -27.136
Si4B2P4-2076_POSCAR, -56.916
B4Mo4P4-4487_POSCAR, -94.757
Si8Mo4-2923_POSCAR, -88.104
Si4Mo4P4-5441_POSCAR, -90.347
Si1B3-1983_POSCAR, -24.558
Si4Mo6-216_POSCAR, -89.571
Si4B2Mo2-722_POSCAR, -56.076
B6Mo3P2-6893_POSCAR, -84.417
Si2B3P5-2504_POSCAR, -57.303
B13P1-191_POSCAR, -93.374
Si7B4P8-3791_POSCAR, -106.74
Si3B2P4-1432_POSCAR, -48.204
Si2Mo10P6-2666_POSCAR, -155.02
Si2Mo2P2-1310_POSCAR, -44.537
Si2B9Mo8-5303_POSCAR, -161.81
B1Mo2P2-2275_POSCAR, -40.611
Si2B3-6088_POSCAR, -28.606
Si1B2-371_POSCAR, -17.673
Si2Mo1P1-586_POSCAR, -26.991
B2Mo2-5883_POSCAR, -35.791
B1Mo6-5582_POSCAR, -71.128
B4Mo4P4-1421_POSCAR, -93.846
B2Mo5P1-1839_POSCAR, -74.771
Si2Mo1P5-1894_POSCAR, -48.874
B4Mo6P4-1281_POSCAR, -117.19
Si2Mo2P1-7264_POSCAR, -38.526
Mo6P4-2948_POSCAR, -90.005
Si2Mo2P10-1982_POSCAR, -86.187
Si3B3P8-2872_POSCAR, -77.983
Si8B2P10-943_POSCAR, -108.96
Si4P4-6418_POSCAR, -42.535
B5Mo8P5-6439_POSCAR, -149.91
Si4B3P6-2182_POSCAR, -73.367
B5Mo5P2-2098_POSCAR, -101.08
Si11B2P5-3320_POSCAR, -98.259
Si3Mo6P7-2522_POSCAR, -121.82
Si12B3-5351_POSCAR,   -81.0
Si1Mo1P2-5677_POSCAR, -27.373
Si3B7Mo5-6275_POSCAR, -119.91
Si2B7-4291_POSCAR,  -54.53
Si2Mo2-3048_POSCAR, -33.006
Si4Mo6-4748_POSCAR, -88.065
Si5Mo4P5-6852_POSCAR, -99.171
Si5P5-4346_POSCAR, -52.639
Si1P9-2793_POSCAR, -52.081
Si4P5-3590_POSCAR, -47.745
Si3Mo3P3-4171_POSCAR, -67.826
Si2Mo4P6-7311_POSCAR, -88.609
Si2Mo2P10-5047_POSCAR, -86.985
B5Mo11P2-2575_POSCAR, -167.18
B1Mo3P1-5548_POSCAR, -45.718
Si2B2Mo5P1-1193_POSCAR, -86.344
Si4Mo2-175_POSCAR, -43.436
Si2B2Mo4P2-5417_POSCAR, -79.693
Si7B5P2-2244_POSCAR, -79.521
Si13B3-1564_POSCAR, -86.273
Si4Mo4P2-2832_POSCAR, -78.044
Mo3P5-5788_POSCAR, -61.555
B4-206_POSCAR, -25.287
Si2B3Mo2-6322_POSCAR, -52.829
Si6B3P3-2460_POSCAR, -68.233
Si4B4P4-523_POSCAR, -71.871
Si1P2-384_POSCAR, -15.866
B8Mo10-3097_POSCAR, -164.42
Si3B3Mo4-2453_POSCAR, -81.334
Si9B4P3-3900_POSCAR, -90.322
Si3Mo4P5-5149_POSCAR, -88.532
Si3P7-4708_POSCAR, -52.241
Si4B2P2-5292_POSCAR, -47.118
Mo5P5-2661_POSCAR, -84.669
Si3B1P2-1426_POSCAR, -33.639
Si3B2Mo4P11-3147_POSCAR, -133.09
Si2B9-1208_POSCAR, -65.542
B2Mo1-534_POSCAR, -25.113
Si2Mo6-441_POSCAR, -75.911
B4Mo8-4094_POSCAR, -113.28
Si4B4P6-3915_POSCAR, -81.067
B6Mo5P1-2230_POSCAR, -102.88
Si5Mo2-3439_POSCAR, -49.448
Si4B3P3-5002_POSCAR, -57.748
B8Mo8-3603_POSCAR, -144.62
B4Mo2P6-2629_POSCAR, -82.952
B6Mo11P3-5620_POSCAR, -179.86
Si16B2-4947_POSCAR, -94.634
B2Mo2P2-5594_POSCAR, -47.263
Si3B2Mo1P5-945_POSCAR,  -67.75
Mo3P1-3828_POSCAR, -38.586
Si3Mo3P14-2973_POSCAR, -124.84
Si2Mo2P5-7119_POSCAR, -59.109
Si2B2Mo4-3272_POSCAR, -68.989
Si4P16-4574_POSCAR, -104.32
B3Mo6P1-4402_POSCAR, -92.975
Si2B2Mo4P4-4926_POSCAR, -89.689
Si6B6Mo8-1597_POSCAR, -162.03
Si4Mo2P2-3258_POSCAR, -54.957
Si3P9-3343_POSCAR, -63.316
Si5Mo1P6-6761_POSCAR, -69.872
Si6Mo5-2835_POSCAR, -88.803
Si3Mo4P3-7112_POSCAR, -78.265
Si4Mo2P4-5248_POSCAR, -64.917
Si3P1-7022_POSCAR, -20.913
Mo2P6-5297_POSCAR, -53.994
B8-485_POSCAR, -51.382
B3Mo4P5-2489_POSCAR, -93.191
Si2Mo4-229_POSCAR, -55.066
Mo4P6-3210_POSCAR, -79.974
Si3P7-5192_POSCAR, -52.808
Si5P6-4297_POSCAR, -57.628
Si9B2P3-3419_POSCAR, -77.203
B4Mo4P2-3679_POSCAR, -83.877
B7Mo10P2-6912_POSCAR, -169.06
Mo7P12-2072_POSCAR, -144.49
B3Mo4P5-5384_POSCAR, -93.265
Si5B3P4-4642_POSCAR, -69.105
Si8B2-4019_POSCAR, -52.687
Si8Mo10-3710_POSCAR, -155.76
B4Mo8-7005_POSCAR, -115.82
Si2Mo4P6-4878_POSCAR, -89.242
Si2B2-934_POSCAR, -23.079
Si4B4Mo10-3826_POSCAR, -162.14
B2Mo3P4-3051_POSCAR, -68.841
Si2B2Mo6-4040_POSCAR, -92.175
Si8P7-3127_POSCAR, -78.839
B6Mo6P2-6924_POSCAR,  -119.1
B3Mo3P2-1798_POSCAR, -65.158
Si2B7Mo5-1820_POSCAR, -113.12
Si2Mo2P3-7275_POSCAR, -49.811
Si1B2Mo2P1-2068_POSCAR, -46.287
Si6B3-1963_POSCAR, -49.408
Si2B2-684_POSCAR, -22.648
B2Mo4P2-5602_POSCAR, -70.303
Si5Mo1P6-6177_POSCAR, -69.099
Si2Mo3P5-3738_POSCAR, -71.511
B5Mo7P1-807_POSCAR, -117.07
Si3B3Mo7P3-1800_POSCAR, -131.65
Si2B2P6-4543_POSCAR, -55.839
B3Mo5P2-6459_POSCAR, -87.656
Si3Mo2P4-6142_POSCAR, -59.521
B5Mo4P3-6083_POSCAR, -95.325
Si4Mo2P7-4068_POSCAR, -80.695
Mo4P16-6957_POSCAR, -130.13
Si1Mo2P1-266_POSCAR, -33.075
Si8P4-5285_POSCAR, -63.548
Si4B2P6-6790_POSCAR,  -66.02
Mo3P9-2606_POSCAR, -82.827
Si4B3P3-5636_POSCAR, -56.562
Si1Mo1P2-5151_POSCAR, -24.809
Si1Mo1P1-5771_POSCAR, -21.981
Si5P6-2416_POSCAR, -59.293
Si3B3P4-3747_POSCAR, -57.608
Si6B7P3-1047_POSCAR, -93.184
Si5B3P4-2156_POSCAR, -66.627
B6Mo6P2-4645_POSCAR, -119.35
Mo6P4-5167_POSCAR, -90.208
B3Mo5P4-2527_POSCAR, -98.718
Si1Mo1P1-4020_POSCAR, -21.842
Si3B1P6-2851_POSCAR,  -54.65
Si1B2Mo1P7-1294_POSCAR, -68.141
Si4B2P4-4600_POSCAR, -56.676
Si7Mo4P5-3626_POSCAR, -108.07
Si3P5-7251_POSCAR, -41.812
Si6B5P5-2459_POSCAR, -94.735
Mo6P7-1368_POSCAR, -104.78
Si5B3P10-6517_POSCAR, -99.879
Si1Mo2P2-1402_POSCAR, -39.601
Si3Mo4P1-4547_POSCAR, -66.819
Si10B2P6-2450_POSCAR, -98.307
Si8Mo6P4-301_POSCAR, -131.16
Si3Mo3P6-5873_POSCAR, -82.222
Si5B4Mo11-3186_POSCAR, -176.93
P2-325_POSCAR, -10.669
Si3B2Mo2-4086_POSCAR, -51.884
Si6P10-4185_POSCAR, -86.686
Si5B3-5574_POSCAR, -44.009
Si4B3P3-2715_POSCAR, -58.264
Si4Mo3P5-5266_POSCAR, -81.815
Si2B2Mo4P2-4847_POSCAR, -79.815
Mo6P6-167_POSCAR, -100.66
Si5B5P2-6163_POSCAR, -70.579
B3Mo7P1-6288_POSCAR, -102.91
B2Mo13-3160_POSCAR, -152.46
Mo2P8-3758_POSCAR, -66.719
Si5Mo2P9-2442_POSCAR,  -97.06
Si2B4Mo2P2-4098_POSCAR, -70.233
Si8P8-3749_POSCAR, -86.263
Si2P2-4385_POSCAR, -20.982
Si6B6-1559_POSCAR, -67.463
B6-3161_POSCAR, -36.975
Si6B2-2159_POSCAR,   -43.4
Si1B2-111_POSCAR, -17.747
B1Mo3-4246_POSCAR,  -39.24
Si2B2Mo2P2-1909_POSCAR, -56.845
Si3Mo1-688_POSCAR, -26.699
Si4B2Mo4-7070_POSCAR, -79.577
Si3B2-4037_POSCAR, -27.796
Si4Mo12-2082_POSCAR, -154.41
B2Mo5P3-4189_POSCAR, -87.324
B1Mo7P3-716_POSCAR, -103.27
Si2B1P3-2922_POSCAR, -33.199
Mo6P4-260_POSCAR,  -88.46
Si5B3-6164_POSCAR, -44.596
Mo2P4-7017_POSCAR, -45.054
Si4B2P4-5420_POSCAR, -55.629
Si7Mo4-4667_POSCAR, -82.964
Si2P3-2331_POSCAR, -26.634
Si2B1Mo1P5-5287_POSCAR, -56.454
Si3B3P4-1474_POSCAR, -57.141
Si10Mo2-2429_POSCAR,  -72.84
B4Mo3P2-5741_POSCAR, -71.003
Si3B2P5-3754_POSCAR, -56.398
Si7B2P11-6126_POSCAR, -108.95
B3Mo5P3-1397_POSCAR, -94.498
Si5B2P3-3847_POSCAR,  -56.71
Si2B2-1227_POSCAR,   -22.4
Si8B3P9-7302_POSCAR, -109.74
Si3Mo3P7-1056_POSCAR, -88.819
Si2Mo2P1-2424_POSCAR, -39.161
B12-389_POSCAR, -77.085
Si1B3Mo5P3-2543_POSCAR, -97.806
Si2B6-670_POSCAR, -48.107
Si4Mo7P5-2684_POSCAR, -128.76
Si2B4P10-6305_POSCAR, -89.456
Si2B3Mo4-4691_POSCAR, -77.078
Mo4P16-3809_POSCAR, -133.89
B1Mo4-3863_POSCAR, -49.447
Si3Mo2P3-2780_POSCAR, -56.017
Si8B4-689_POSCAR, -67.169
Si3B3Mo6-4680_POSCAR, -103.85
Si8B3P9-2813_POSCAR, -110.73
Si2B3Mo3-6739_POSCAR, -64.162
Si1Mo1P4-4882_POSCAR, -38.986
Si2Mo3P5-5435_POSCAR, -71.754
Si1B5Mo5-6840_POSCAR, -97.226
B5Mo10P5-2314_POSCAR, -173.49
Si2B3P3-5180_POSCAR,  -48.08
Si15B5-2673_POSCAR,  -107.6
B2Mo2P2-3348_POSCAR, -47.044
Si2B2Mo2P2-6091_POSCAR, -57.084
Si3B4Mo4-4688_POSCAR, -88.216
Si1Mo1P2-900_POSCAR, -27.396
Si2B8-2688_POSCAR, -60.686
Si7B4P9-6158_POSCAR, -111.01
Si2Mo1P2-4522_POSCAR, -31.832
Si1Mo4P3-6017_POSCAR, -68.297
Si3P7-1683_POSCAR, -52.689
B3Mo2P1-5629_POSCAR, -47.579
Si3Mo2P7-5789_POSCAR, -75.601
Si3Mo2P5-4848_POSCAR, -65.757
B3Mo4P3-5645_POSCAR, -81.766
B3Mo4P2-6003_POSCAR, -76.462
Si2Mo2P2-3682_POSCAR, -45.302
B2Mo8P2-6725_POSCAR, -114.55
Si2P8-990_POSCAR, -53.407
Si2B9Mo9-1498_POSCAR, -171.93
Si6P4-2087_POSCAR, -52.738
Si4Mo6-3264_POSCAR, -88.157
Si5Mo5P8-1910_POSCAR, -125.02
B1Mo1P2-3833_POSCAR, -28.626
Si7B3P2-5979_POSCAR,  -68.92
Si4B3P3-5106_POSCAR, -56.653
Si5B5-1289_POSCAR, -56.059
Si2B5Mo3-2387_POSCAR,   -77.1
B4Mo6-6606_POSCAR, -92.343
Mo2P4-243_POSCAR, -43.927
B2Mo5P5-5533_POSCAR, -98.776
Mo4P12-5231_POSCAR, -109.08
Si2P2-648_POSCAR,  -21.52
Si7P3-6062_POSCAR, -52.468
Si2B1P3-2897_POSCAR, -33.648
B5Mo5-1404_POSCAR, -91.802
Si3B2P5-2690_POSCAR,   -55.3
Si8Mo4-6227_POSCAR, -88.092
Si2B2P2-2000_POSCAR, -34.906
Si7Mo4P9-4419_POSCAR, -131.18
Si2Mo2P5-5209_POSCAR, -59.805
Si5B3Mo6-3222_POSCAR, -113.41
Si4Mo2-6950_POSCAR, -44.282
Si2P4-449_POSCAR, -31.893
Si4Mo3P7-825_POSCAR, -92.149
Si4Mo2P4-5480_POSCAR,  -65.33
Si4B3P5-5659_POSCAR, -68.323
Si5B2-1082_POSCAR, -37.729
Mo2P10-4147_POSCAR, -75.489
Si4B1P2-4010_POSCAR, -37.693
B2Mo2P1-6358_POSCAR, -41.681
Si1B1P3-4715_POSCAR, -27.699
Si6Mo2P10-7159_POSCAR, -107.77
Si3B3P4-2307_POSCAR, -58.479
Si13B3-2141_POSCAR, -84.886
Si2Mo3P15-2771_POSCAR, -125.77
Si2P2-680_POSCAR, -21.108
Si3P5-6035_POSCAR, -41.833
B2Mo5P2-2359_POSCAR, -80.933
Si4B4-2385_POSCAR, -46.732
Si2B5Mo6-4046_POSCAR, -112.81
Si3Mo3P14-7056_POSCAR, -123.57
Si2B1P1-6222_POSCAR, -22.307
Si4Mo10P4-1873_POSCAR, -157.93
Si2Mo2P4-3427_POSCAR, -54.831
Si18B2-1902_POSCAR, -102.36
